trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
2,0.24433753235759764,0.2108508497784442,0.19650574375620822,0.42184008394711425,0.2810687076322326,0.12015746621680319,0.13310029128987289,0.22121296410344296,0.2902610026119355,0.37721714146162777,0.12110150004582362,0.12592544106715417,0.1327883073356175,0.14186954557241804,0.16316030982779636
25,0.24433753235759764,0.19968862225205972,0.19544478425759104,0.15575844986723525,0.15156865199433012,0.12322178695634864,0.12190392859187128,0.11214765741201103,0.10956504451857958,0.1087454335942668,0.10948752377411763,0.12471099454711275,0.14097720210371997,0.14216699339531738,0.17015808197195603
90,0.23317530483121315,0.19862766275344254,0.2709098841540988,0.16021382956924388,0.14049696747870527,0.1234829269839736,0.11195720843633065,0.10587525271709951,0.10549017555449572,0.11200026588202076,0.11831370568065662,0.12465520355731388,0.1412746499266193,0.14916476553947705,0.17015808197195603
150,0.22201307730482867,0.1975667032548254,0.3463749840506065,0.22064126860073824,0.13032721684775422,0.1874473121970408,0.17294527263889323,0.15612336622567433,0.1407077039509337,0.1327154763175296,0.1271398875871956,0.12459941256751501,0.14157209774951868,0.1561625376836367,0.17015808197195603
