trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
19,0.13887875584484236,0.14087445897145184,0.134851685055597,0.1277037106635234,0.12059174528246835,0.1252126246363993,0.14238507413417914,0.1613692514820603,0.19316896673643422,0.2167178987495206,0.24431083712934532,0.26225297244736984,0.2866459811950063,0.3097092898353684,0.3395132794231696,0.1984221675702763,0.20511503942386194
34,0.15368434133915976,0.14595673759045621,0.1437810751565637,0.138058614362343,0.13230628766898125,0.13446603964149423,0.1490913138364959,0.1678126388921864,0.18227335373862086,0.19371041973766173,0.2087688334723102,0.22075272938089896,0.23555160907470674,0.24876343135756868,0.2677409520010082,0.19964893906599104,0.20723470385494003
79,0.1494143805499238,0.14225505341216982,0.21812164816403568,0.20787378235712803,0.19520831270890426,0.18720713885077653,0.17829635340534633,0.17425602630231246,0.17137774074080747,0.1707029407258029,0.1732268298152751,0.17925248631442806,0.1844572369544072,0.187817572879769,0.19596862457884678,0.2008757105617058,0.2093543682860181
138,0.14514441976068782,0.1385533692338834,0.20880946755589935,0.2022205656114424,0.1935286743124653,0.18856965908113837,0.1812904242030717,0.17517942878244847,0.17141145685005932,0.17005818350616478,0.16778391192444195,0.23294923375471716,0.2470832633948878,0.2636654261514693,0.19719539607456155,0.2029953749927839,0.2093543682860181
