trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
5,0.2590331014406964,0.1882629049263945,0.1315768737471194,0.12418735051665772,0.1451313051094953,0.17522940383649688,0.23936964714526604,0.3032412155089206,0.3675032584331309,0.23539493630117217,0.2354124896439384,0.23843508616892595,0.25561592019226637
25,0.24134055231212093,0.232595657331828,0.21148754432968178,0.19309406563348247,0.1821677666553807,0.17974222736485793,0.18098183977547,0.19164936658821943,0.2091782883394971,0.22708936469116284,0.23326656358064063,0.24217133177335906,0.26047009159950346
48,0.22364800318354544,0.23570214843137163,0.22846232495406615,0.21895885874787624,0.21024426402552757,0.2061036681655907,0.20353632003896655,0.20506082054075644,0.20991254990128094,0.21878379308115353,0.23112063751734288,0.2459075773777922,0.26532426300674056
108,0.20595545405496998,0.18363951108924553,0.3106914841167791,0.2999500198917359,0.2858572347823281,0.27182930560178736,0.2619183510010232,0.25067493207065233,0.24370050791118147,0.23755841570723615,0.2346988405644928,0.25076174878502927,0.26532426300674056
