trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
23,0.21856457628720813,0.20949985317292646,0.1974008410062238,0.19204448142048713,0.26007019916845614,0.2095641365345561,0.19914798567479847,0.1731790832937537,0.1710913846558982,0.16320795996176493,0.15923167397437324,0.15874959912228376,0.1635679470338475,0.16728780168096805,0.1717000852999589,0.17936338962282716,0.1739389949847773,0.18719130577290885,0.18753847888868994,0.18129173401102783,0.1827332612581275,0.1851683507013859,0.18764630028577023,0.18968468517425754,0.19213687886579545,0.19611136703096205,0.20343360159705492,0.212796812692639,0.2234893842355042
40,0.21856457628720813,0.20496749161578565,0.19588369648001328,0.19088344615382935,0.22498850854419855,0.19721058547518552,0.19111768315554933,0.17938286767444853,0.17501864079196697,0.17152173481283078,0.17130132473746293,0.16986059423199856,0.17102529358771085,0.17252613852336227,0.17511348189097242,0.1782775111370045,0.17627961055056293,0.18376664786745492,0.18387389099588355,0.18183294946500314,0.18291280942770205,0.18620634725344057,0.1878472785259077,0.1905028993783637,0.19254476150745825,0.19769072847188257,0.20551535743918087,0.2153966623983051,0.2262358203012707
63,0.21856457628720813,0.20043513005864483,0.19436655195380276,0.18972241088717154,0.189906817919941,0.18485703441581494,0.18308738063630023,0.18097051711126216,0.17952523507946047,0.1799017667185051,0.17723699263933101,0.1779212916271722,0.17681877066520021,0.1782299172310101,0.17765178012601743,0.17859544671979427,0.17862022611634856,0.18034198996200096,0.1802093031030772,0.18237416491897845,0.18309235759727657,0.18724434380549523,0.18804825676604522,0.19132111358246986,0.19295264414912103,0.19927008991280307,0.2075971132813068,0.2179965121039712,0.22898225636703723
128,0.2140322147300673,0.1989179855324343,0.19320551668714495,0.22489630502781383,0.22346543616588144,0.2118283058763834,0.20446806018164898,0.19876202564773396,0.1971190636441441,0.19808494284990816,0.1924829495702432,0.19123199541418365,0.19010401863076642,0.1900129512790177,0.1899431613813693,0.1907116777201153,0.1906159636783628,0.1912030667814963,0.18075051855705251,0.18255371308855298,0.18413035414933124,0.18744532204563275,0.18886647097015138,0.19172899622413264,0.19453200559004152,0.201351845754929,0.2101969629869729,0.22074294816973772,0.22898225636703723
