trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8
17,0.2372459819424627,0.20039383498328084,0.17645160723408543,0.16312940888144506,0.1658862505033002,0.17128360580513735,0.19823332248615538,0.2209924695572147,0.24730001548631075,0.24368858112988578,0.21748034351796572
37,0.221106176550967,0.20398987646937913,0.19173366775082762,0.18192466410413913,0.1731395196669864,0.16823766220873776,0.1684917511105576,0.21162521433895837,0.227907064292256,0.22736953809380747,0.220695267748084
60,0.2530665747793584,0.2386494706554995,0.2270364442633019,0.21992202309750725,0.21066190048664596,0.20521239562342472,0.20338785196890455,0.20225795912070205,0.20851411309820123,0.21105049505772913,0.2239101919782023
120,0.22673020488131962,0.33039412941357704,0.31892508728571983,0.3058174876926985,0.2943836593733494,0.28468314481486723,0.27435419509934605,0.2666929666803655,0.2600076241659641,0.21426541928784743,0.2239101919782023
