trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10
3,0.23786132119882641,0.1421582908795812,0.12204717967781072,0.17174551713640931,0.23929836639243443,0.29180461593642415,0.3633736771781066,0.43530937305235057,0.21968538118301265,0.23255297466705302,0.2615490780305431,0.28043764774022417
28,0.2139355636190151,0.27504294605902796,0.22642343076232466,0.20259818849762726,0.18599071815216695,0.18062365078126627,0.18998861869070674,0.21133495257736512,0.22464769890831626,0.24329931017791734,0.2676323339814184,0.2847060856598261
82,0.1900098060392038,0.2723962795798294,0.25629280343176714,0.24324854523447964,0.22955449466915573,0.2206564515050474,0.2154463692891758,0.20976074573240544,0.2110603036453244,0.24938256612879262,0.2719007719010203,0.2847060856598261
147,0.1660840484593925,0.2778441568775829,0.26594725675935116,0.2544274967484926,0.24347951917185684,0.23065804397028514,0.22115501232998525,0.21472306345770906,0.22180663915618873,0.25546582207966784,0.2761692098206222,0.2847060856598261
