trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4,0.1754531475969112,0.1280585527638066,0.1370399123168549,0.13389230548479533,0.1563321547618307,0.1619465813389785,0.2096558223514764,0.20262900293008204,0.2845395093478152,0.27650202452881895,0.3220950652957261,0.3233278358802856,0.38391349687377635,0.4132419869728738,0.41560089540630135,0.5056210021961665
24,0.17325281849167445,0.16148182944387834,0.15846581348991062,0.15657334336014983,0.1528702651086951,0.15951808597914102,0.1818080755688199,0.18250322791619508,0.22501568889085335,0.2458524641762632,0.322403257941866,0.33847425112865825,0.39124561939855074,0.41383171408123065,0.43810592210376764,0.5056210021961665
69,0.17555475615494645,0.1650799945532853,0.15989545528775473,0.15524223523777664,0.1542208362097056,0.1515324674728457,0.15351291340445936,0.16237745290230812,0.16549186843389152,0.21520290382370744,0.3227114505880059,0.35362066637703093,0.39857774192332507,0.41442144118958757,0.4606109488012339,0.5056210021961665
129,0.15180665445937652,0.21965608601742573,0.2100811951753126,0.2012993099334112,0.19329720548621143,0.18737450660902097,0.18259856733438512,0.179572535717551,0.17648646792079659,0.18455334347115168,0.3230196432341457,0.36876708162540367,0.4059098644480994,0.4150111682979445,0.48311597549870017,0.5056210021961665
