trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
19,0.34741694586206945,0.3181283518514445,0.26988432983211197,0.24526620713150563,0.22217971502985,0.2145872884729287,0.21457718295040376,0.21925256121990652,0.22369548051838206,0.23536356966328062,0.24403547348195948,0.2575737620511482,0.27492361959422335,0.29512322215360914,0.31562351450728265,0.25296738510086814,0.2575025715039814
39,0.30053116872893026,0.27950766508420843,0.2488841168480546,0.23461220071781416,0.22475614745549097,0.21615844538513054,0.21830080920301687,0.2173669100977958,0.21970910314764416,0.22633084469439768,0.22940546801823622,0.23439516245553185,0.25407353986716763,0.26695626019882934,0.282403065119953,0.2521391877112707,0.25896198621019995
63,0.2904584492702438,0.2623574303446733,0.24711597778838887,0.23714584418589207,0.22976856645666652,0.22536699930494303,0.22447070539958244,0.2244628260374409,0.22546996861102023,0.22714916222485082,0.2281829206615536,0.23054017372394664,0.23322346014011192,0.2387892982440495,0.24918261573262335,0.25131099032167326,0.2604214009164185
123,0.32196221155853794,0.3068586798663044,0.29318894200145884,0.28329649304839505,0.27354211060747935,0.2668296274387121,0.2624096199188165,0.2602475831834045,0.25879337652514106,0.2562807585621687,0.2549782770506773,0.2536562511336212,0.25154110172373056,0.25323762371424535,0.2537955824904656,0.25604315679776285,0.2604214009164185
