trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8
8,0.22399355499946996,0.1947325190023624,0.18139163195235608,0.1561321635374241,0.262551808006962,0.19330567728632453,0.12410952090616649,0.09823518578151992,0.10886063356222635,0.14201294334337963,0.1815800653086689,0.117153886518956,0.12163328658938234,0.1232919675750052,0.14201067218490834
31,0.22399355499946996,0.1849788403366599,0.1801958958242548,0.14811091944181384,0.14763377875398384,0.11701785047886645,0.11653422440655183,0.09764928126858512,0.09845607691525228,0.09739205599401063,0.09702482078134107,0.10864744853919057,0.12243322298241367,0.12357821577253571,0.1481548243223659
96,0.21423987633376745,0.18378310420855862,0.17217465172864455,0.18625788229686321,0.15869050784921157,0.1393090467128278,0.12306936136450343,0.11037512083567154,0.10461176281667683,0.10149028934814569,0.10415307334290291,0.11474039936777079,0.12271947117994418,0.12972236790999325,0.1481548243223659
156,0.20448619766806492,0.18258736808045734,0.16415340763303432,0.2244048451519126,0.17599809256776805,0.13170928380949715,0.17474542746912505,0.15797240442232627,0.14506663601189418,0.13424325618358338,0.12566032449872142,0.12083335019635101,0.12300571937747469,0.1358665200474508,0.1481548243223659
