trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
1,0.5546701174760361,0.3832036079572974,0.09254336123420623,0.0801428715412332,0.19760576034501454,0.30911213478343036,0.4190833552652975,0.5285517203787473,0.6381432703372855,0.20313209466880378,0.208807198833615,0.21399440832334649,0.21704127086162586,0.22157425299043879
21,0.1903383990828745,0.17863248674253737,0.16695383124521557,0.1560296413765675,0.14971032853409924,0.1506485856772564,0.15800328547124368,0.1715220753546565,0.19327465008875497,0.19822749022898778,0.2067666207329887,0.21569586088386267,0.22259590052193678,0.22356971024288186
46,0.18280300446153055,0.17742902934637275,0.17018005712073278,0.1686188815858696,0.16669302817750342,0.1684218139946439,0.17302471924303667,0.17670327374214598,0.18568870129375184,0.19332288578917178,0.2047260426323624,0.21739731344437882,0.22815053018224768,0.22556516749532496
106,0.283003306209414,0.2359056637547221,0.22821738822045876,0.22041292377801847,0.21531451927701162,0.20957267655785625,0.2070814791169174,0.2078147634259248,0.20803669910861977,0.2108477769342413,0.21229295576283033,0.21148664120131497,0.2195787957379957,0.22756062474776803
