trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
10,0.37739694419261716,0.3644613219504038,0.36550185011801867,0.36489589309951614,0.3572405609815577,0.3663297575605029,0.3580145412060802,0.3643596026679894,0.3809665945860839,0.3860701189031072,0.39419460682105156,0.3997528252287198,0.4022406966587536,0.3946435351335898,0.388133334539929,0.4700077809313485,0.508619259230232
34,0.35999030721582326,0.3563951236418524,0.3599288396699143,0.37270173268503465,0.3579061721332893,0.3613305796332434,0.36807406205892484,0.3672066222001913,0.37426349716871576,0.3701826748946333,0.37582518200163473,0.377283550811376,0.3801887074012507,0.37888670252532275,0.37812289872152216,0.4222829981427101,0.4412473231820753
53,0.3903399408562037,0.33336848928991003,0.3452525535573342,0.3582455317745589,0.3475815431102795,0.35126789133300373,0.35038394283577334,0.3488539442367183,0.35201351249409807,0.35198123980780294,0.36367538031167307,0.3548142763940321,0.3581367181437478,0.3631298699170557,0.36811246290311533,0.3745582153540717,0.37387538713391866
116,0.34233639560481605,0.3642794063549014,0.35218279473671515,0.32858659327541473,0.3344463179375485,0.3281134112103114,0.33271976740216863,0.32514819878397644,0.3311189230393221,0.324754222146175,0.3216055669050717,0.3277049245569721,0.3286540572177975,0.32996273317004715,0.32904220387971267,0.33156828962878515,0.3371906272085067
