trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
21,0.15714128174442255,0.14704942421595688,0.13971294117691183,0.1346673169870646,0.1323490427729978,0.13416553912512083,0.14702741905164393,0.1636720664768422,0.19179476734750348,0.21663141850150547,0.23632744238232,0.256550799331292,0.2795623116334509,0.30131035666092004,0.3295944651578378,0.21271948224079487
36,0.15316465236267252,0.1519592435489058,0.14995155866640245,0.14745585457104407,0.1434268370599381,0.1456601401680668,0.15586139771580865,0.17318111214677362,0.18602073773579592,0.1992113847325686,0.21204597037792527,0.22406112821993096,0.23654268671377832,0.2506577877489176,0.26833018665919345,0.21554626928091775
81,0.15112624298043398,0.2193605344914786,0.2080542290990922,0.2007916910921352,0.19478290647559346,0.1848659254168274,0.1832820860159239,0.182690157816705,0.18024670812408838,0.18179135096363172,0.18776449837353051,0.19157145710856993,0.19352306179410572,0.20000521883691522,0.2070659081605491,0.21837305632104065
140,0.1490878335981954,0.21626043298597777,0.20987497150347523,0.19984935947504046,0.19709604364997615,0.18937301093991687,0.1842092167937753,0.18045830036215793,0.17789863363673214,0.17691205084922412,0.22215764885241124,0.23556688437101042,0.24741670922751288,0.2647998419973765,0.209892695200672,0.21837305632104065
