trading_days_to_expiration,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
16,0.24098655029868585,0.24017055857015868,0.23053604259668767,0.21721841178809026,0.1781443004924345,0.18682898224956498,0.19417240899049484,0.19711081339777176,0.19616173678018253,0.1989827391827569,0.18808290865487973,0.19934364412677003,0.19865986103876285,0.19475091260500174,0.19974378715019006,0.19930135034046384,0.19948683599503786,0.20377671369973288,0.2111847904437605,0.21269377234250375,0.2183283723394042,0.22288143704720684,0.22731609259164798,0.23175136322091086,0.24039316306165023,0.24895559719428634,0.21784163113950722,0.22073214841996,0.2250231027894564,0.2308953603792467,0.2254457619675398
34,0.24098655029868585,0.23976256270589508,0.22612678047421575,0.21496885850626346,0.1928746591988299,0.19819643928248354,0.20524609013013645,0.20434520073149504,0.20015919740560728,0.19368127537410032,0.19894446597056845,0.1954882118799816,0.19024485424486265,0.19477298857241143,0.19640942345127613,0.20164493769183733,0.2042152539953737,0.20965697118058207,0.20768459436928086,0.20837593888461936,0.2126132501146821,0.21503904066496338,0.21863861479762914,0.2215616211233804,0.22763146685223115,0.23451581425910756,0.22230470581156278,0.22637599828711194,0.23218861051569442,0.2412303116016937,0.22672420731537218
54,0.24098655029868585,0.2393545668416315,0.22171751835174383,0.21271930522443666,0.20760501790522534,0.20956389631540207,0.21631977126977803,0.21157958806521832,0.20415665803103203,0.20436835310232357,0.2027525283076759,0.20192660960294082,0.20143458298894207,0.20071168939396106,0.2008834050854148,0.20026904514388152,0.20217959695477908,0.20231094226295587,0.2041843982948012,0.20405810542673497,0.20689812788996,0.20719664428271994,0.2099611370036103,0.21137187902584995,0.21486977064281207,0.2200760313239288,0.22676778048361834,0.23201984815426388,0.23935411824193248,0.25156526282414066,0.22800265266320457
118,0.24057855443442228,0.2349453047191596,0.21946796506991703,0.1954318028584356,0.19721700007739518,0.21299515424607227,0.21492685982413948,0.2133908590127732,0.2112387224060231,0.20206428328612522,0.21032095833203246,0.21688015865977425,0.21074486399104572,0.212309761440053,0.20876663033697546,0.21163846765588085,0.20886326149662268,0.20960394771287202,0.2081983295716666,0.20919356617357737,0.20996201328919079,0.21136563900465735,0.21137817376327891,0.2122825494754756,0.2132575431350649,0.21337855646745166,0.21508829855280806,0.21785759506321833,0.22056040915679975,0.22416731661970737,0.229281098011037
