trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,0.6746162382447985,0.2869740176915082,0.1181431256758894,0.2796841110112001,0.45794696650592615,0.5468761751639937,0.636578856889109,0.4355649355290053,0.41659279018224804,0.41881698166883846,0.41218560698233925,0.41929377167211196,0.4210546479009995,0.43565727676535115,0.4398221888596745,0.4071573615265262,0.4022672124372232,0.4022339728150727,0.40667858916546584,0.41164776621796534,0.41374819896564463,0.41960725493640216
25,0.45659110919211726,0.45895436124951033,0.46802509233528433,0.4423953629256539,0.4345373105129701,0.4395225971598891,0.43377855423570666,0.4330763658456231,0.43220755883013107,0.42918460097194905,0.43379559448399374,0.43585146947217634,0.45118890329775585,0.4611086757563844,0.4643404748085733,0.42338527385039093,0.421860449086913,0.4207653994561462,0.42965013368460525,0.44079928049028033,0.4452092313736777,0.4577064631443897
44,0.4000520786919142,0.4893415793365521,0.5022397795060641,0.46045908366272953,0.43953115809717913,0.4487040919210849,0.5164283177643765,0.44033578753924285,0.433879127811059,0.4873607024676438,0.42639820769161124,0.44422792371976944,0.43210100153047776,0.43295727803127354,0.4369849946266803,0.4396131861742557,0.4414536857366029,0.4392968260972197,0.4526216782037446,0.4699507947625953,0.4766702637817107,0.49580567135237724
107,0.34351304819171125,0.39673666200988705,0.4129208698042276,0.4115426778160356,0.4068014010573651,0.39736197050121125,0.4380535052123875,0.40097802153436496,0.4084493623657279,0.39057561948068475,0.4027360738720476,0.39092039250424315,0.41020587777431794,0.41530390291077574,0.3909294492026614,0.3826739757875333,0.38370254617399924,0.3837070446463265,0.38249625194565035,0.38228716655761164,0.3815080467284146,0.3802528558190289
