trading_days_to_expiration,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
13,0.6255801633289748,0.556329106963257,0.48707805059753906,0.44443786476294644,0.28471141427807356,0.271083257161225,0.2674260596398935,0.2520376770122387,0.22840449108963123,0.22107401252839887,0.21415757803431762,0.210878420500403,0.20117503172401724,0.19549088287154223,0.1911077130798502,0.1957840740814119,0.19270136659281423,0.19357874515730383,0.19512111979008948,0.19851724778787974,0.20241874252109365,0.2004130841874146,0.21198548766159223,0.2127802540868874,0.2240022585765901,0.2165994004272026,0.24149779353811393,0.24849377180025034,0.2645730500154629,0.29290976137462643,0.29254244779016725,0.3380049703186925,0.3617035174009946,0.3803575856483463,0.23985387359088425,0.23430557598418836
29,0.6082673992375454,0.5390163428718274,0.4764180041388909,0.4045062521417282,0.2813043749988614,0.26323700145060347,0.2521951808279766,0.2435236075020875,0.22217408486701318,0.22659456235549033,0.22378634430123856,0.21070021033504063,0.21441246492907126,0.2084914463589351,0.21094198217629723,0.207576186464095,0.21077274725716655,0.21263035985487513,0.21143769110536187,0.2139003539216798,0.2118254913608941,0.21873196450463767,0.2131030734981895,0.21807276003530032,0.2184789148889217,0.2236892791543226,0.22578733287682526,0.2312426765272867,0.23490871131066943,0.24149923831392517,0.25837178663547755,0.28425879254248976,0.2981341923936977,0.3101869569252399,0.24676334640764946,0.23536929708921966
67,0.5909546351461159,0.521703578780398,0.46575795768024275,0.36457463952051,0.27789733571964925,0.2553907457399819,0.23696430201605967,0.2350095379919363,0.2159436786443951,0.2286272527975345,0.22411487209258762,0.22379989756958069,0.22089164651424464,0.22105043658690454,0.21674145874926293,0.20820554590543872,0.21473644230433228,0.21539005451540444,0.21153218758079845,0.21555441801227163,0.21124372791216783,0.21585523969797019,0.2159132729957078,0.21279553017701763,0.21707718029730919,0.2175110634031736,0.2162582749985202,0.21940153853911898,0.2212724785835705,0.22310829412236835,0.22478949857027888,0.2305126147662871,0.23456486738640084,0.24001632820213345,0.25367281922441465,0.23643301819425094
131,0.5736418710546864,0.5043908146889685,0.4550979112215946,0.3246430268992918,0.27449029644043715,0.2614084026899377,0.2445009895141492,0.23170701454078377,0.218508845586397,0.22139241541592608,0.23841383419115664,0.23215603651339456,0.23142473542586806,0.23188100450283167,0.23104879464933137,0.23062998585510663,0.22437486834283124,0.228520211592857,0.2259868158674326,0.22630560229304802,0.22553960646252055,0.22385625797202896,0.224952066608647,0.22416441219222205,0.22550013636018207,0.2232048649815509,0.2240395435630053,0.22530437125209035,0.22435816594405908,0.22584497699015124,0.225225749390796,0.22737986178393732,0.22918415144553117,0.23294440077411907,0.23324185487915705,0.23749673929928225
