trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
5,0.19906161258848087,0.36271058955527186,0.4690930326449625,0.23776087306227067,0.3324801521484396,0.2541825157724239,0.21941025464582078,0.14559024196057696,0.09498593858206515,0.09122054538135485,0.09967775559974605,0.1148836334714087,0.11998259141751522,0.15897580528488559,0.1505073030692753,0.17166855490767852,0.19822098583722966,0.23015588978134097,0.21681970677198306,0.27463455666636377,0.25946274861927465,0.3023944946107464,0.16948968091989214,0.17393472065576826,0.19702783609779576,0.20807875274462517
24,0.19906161258848087,0.2774007216069325,0.32629388466053416,0.20548823477264536,0.25201884408154707,0.1662034006575983,0.15987443205456625,0.14811209613301798,0.14000196105968002,0.1351629991073402,0.13916330922387385,0.1435805627447428,0.150939595912779,0.16228556868517757,0.15244008616151752,0.1647783197882724,0.17775598324938954,0.19625685586704256,0.18959238215892216,0.22183009736877735,0.21339561546220898,0.23826843723342708,0.17309166827840927,0.1808835997559053,0.20162551471867246,0.20900653244716313
44,0.19906161258848087,0.1920908536585932,0.18349473667610583,0.17321559648302004,0.17155753601465457,0.17051607095571047,0.16330527862322589,0.16339060123523988,0.1564934774993441,0.15442757937822807,0.15389621241713594,0.15469345547076485,0.15394609696148806,0.1551469040012327,0.15437286925375976,0.15788808466886625,0.15729098066154942,0.16235782195274417,0.16236505754586122,0.16902563807119095,0.1673284823051433,0.17414237985610775,0.17669365563692643,0.18783247885604232,0.2062231933395492,0.20993431214970112
105,0.1833314863491102,0.19304051835038197,0.17786476969416334,0.1815753905694297,0.17337043051035492,0.16923120460623384,0.1680497935795895,0.16648181159233544,0.16381607411921165,0.1628809022031943,0.1609950559375202,0.1620439429137258,0.16141664237431147,0.16149785803716185,0.1620308856286724,0.16204787865496703,0.16163909252127495,0.16216388156079378,0.16240988223030361,0.16348754977654098,0.16348807416413844,0.16588769356137498,0.16698584155563123,0.19243015747691905,0.20715097304208718,0.20993431214970112
