trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
15,0.164853146612339,0.1602608211148832,0.15158472966307102,0.14410451210952102,0.1407955619022437,0.13971874804513293,0.14725604556449554,0.1625644244206383,0.18128226032909864,0.20360555521981535,0.18041345872859235,0.19437503089171285,0.20753781525994547,0.21464439070255073,0.19460777835015486
40,0.1502232688057672,0.1479379399476021,0.14754382313506237,0.14304229662474488,0.14181839088396728,0.14161795694707577,0.14198532057255867,0.14751885544274085,0.1578941176980593,0.17024208844705555,0.18225694522681177,0.20352756632910188,0.22230557256407799,0.23097015996191353,0.19636806937556045
100,0.15356911957547253,0.22854756811618843,0.2174388871018323,0.20720165883923883,0.19906127040452304,0.19171637423636204,0.18580244412245928,0.17934148080357448,0.17675443910137872,0.17672648573215355,0.17606996001693478,0.17800230065168046,0.18199285218382516,0.19108719629934365,0.19812836040096604
159,0.15691497034517787,0.19006614888962972,0.222168147269417,0.21451898132849787,0.2069828281608247,0.19973143615127564,0.1927274659479519,0.18754048259402603,0.19017999716059703,0.17856997223037296,0.18522249545432382,0.19277005795581298,0.19831862144318796,0.19284748732474924,0.19812836040096604
