trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
4,0.32017261002022557,0.23254772764076553,0.16260784178145338,0.11559077106355517,0.13859863913594864,0.18527444343513746,0.24364246307470389,0.27761998210554995,0.36874471253080854,0.40739775506075776,0.22824746036939603,0.25185548936435276,0.2748039630595993,0.3307164668439187
27,0.23378524121773173,0.2132081499999736,0.19649217890620477,0.18179014412858832,0.17465471610181063,0.17151451120853228,0.16964187100820707,0.18857019273421619,0.1979334488622128,0.2189378604622312,0.25133296167484587,0.27681128807708655,0.30940365328452263,0.33782073803038404
87,0.23337273669207634,0.28536634195766153,0.2679395227819428,0.25835821751669596,0.24311735043072846,0.2285022869722652,0.22162839505981635,0.21193621771282445,0.20535324664690457,0.19937001080378944,0.20194389193888515,0.20560458260975265,0.31650792447098797,0.33782073803038404
141,0.23296023216642092,0.22398709186955745,0.27239159503642435,0.26131994072201686,0.2525011286059665,0.23752032119458893,0.23199619401474647,0.2240499386588465,0.2109686157228242,0.20516195906394621,0.22689969065161894,0.24020427283467596,0.32361219565745336,0.33782073803038404
