trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
15,0.3323649508615014,0.3002396311605181,0.2853896519334061,0.27079249765093916,0.2576251761574551,0.24477293948063603,0.2172155449690425,0.22497200406527063,0.2127633083202722,0.2122205456760219,0.20851868960273603,0.20838722893176856,0.21560171954636942,0.21885194683817832,0.23025006368461556,0.23906555216776196,0.25062046756882295,0.26971107453005233,0.29677207851824927,0.34627264000549235,0.36261785277690145,0.3702497087183643,0.3908421943999028,0.3920016991414665,0.4274597797069795,0.46325508054360115,0.4806981716001775,0.49608203972701204,0.5350514510480191
39,0.2721657732731298,0.2772297853651791,0.2608056643694004,0.25679369617952924,0.24790035042162922,0.24590834271629766,0.23887579334580916,0.23682376233589622,0.23320185193967904,0.22551228660446201,0.225862962266157,0.22314840512435072,0.220107336505706,0.21802198217115917,0.22069544579048328,0.22272676567433672,0.22355723585217682,0.2268145477781359,0.23014709674094253,0.2919683238656986,0.3020615762032376,0.30691819815272836,0.39113207058529376,0.4008662192828447,0.4364086049161349,0.46761585330774524,0.48454413863188617,0.5058243925572639,0.5350514510480191
74,0.28751815326666635,0.27642600293180886,0.27412112690696,0.26815921254222774,0.26777182108782416,0.25571936087339886,0.25413563159286706,0.2506832682218546,0.24677860202134985,0.2434690448428898,0.24214069943415142,0.2370116743025864,0.23712767926428102,0.23756130451922475,0.23644577711615197,0.23316689424105075,0.23398956878072635,0.23337822147650814,0.23347394113826642,0.23766400772590482,0.2415052996295737,0.24358668758709245,0.39142194677068465,0.409730739424223,0.44535743012529033,0.47197662607188934,0.48839010566359475,0.5155667453875156,0.5350514510480191
134,0.2938788922135922,0.2841417157486497,0.2709472022659464,0.27478682720861175,0.2665653204602437,0.26766628405151305,0.26065907339862016,0.25731899761075633,0.25466125298993336,0.2523647752349767,0.2506265542363966,0.24957880368976987,0.24746773920418993,0.24652642883628686,0.24477035273341424,0.24387774686478636,0.2436358513730412,0.24457695570193813,0.24448915011165737,0.245814472628366,0.24586242940207143,0.2504611176789937,0.39171182295607554,0.4185952595656013,0.45430625533444574,0.47633739883603343,0.4922360726953034,0.5253090982177673,0.5350514510480191
