trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10
3,0.26450918355342934,0.2156798414138469,0.21004655920665788,0.22232323383068742,0.256577618597948,0.28647148580111603,0.3050834095169286,0.36844807135491986,0.46415502331472525,0.4965004197047718,0.5615365959454892,0.6275787777733771
22,0.29848776039910574,0.303221466869606,0.3009010216749488,0.2977456174683527,0.29510359686956744,0.3002762913900728,0.30032093555170597,0.30282752212782904,0.3083405258951563,0.3093444804707574,0.30927588749758805,0.31625235334338636
65,0.29418263997381655,0.2969612358671569,0.27963594836846,0.2858474276645083,0.29212714019979147,0.28464766134480957,0.279067497797765,0.2790563369414564,0.288607030676274,0.28524687078018207,0.28959590468479246,0.2889665579320434
128,0.2975085169128671,0.27942447387098246,0.28588848871224043,0.2759918527452234,0.2743430440158135,0.2798711641826393,0.26474627503266146,0.2743064441496208,0.2734410146515739,0.2737160037052637,0.2679906775534475,0.2671137952409865
