trading_days_to_expiration,0,1,2,3,4,5,6,7,8,9,10,11
8,0.18304841507491243,0.17969404460548363,0.19270005334198767,0.22392623859298325,0.2457603401337772,0.28670239211575405,0.33411662532904074,0.3881638128771154,0.2490282592900215,0.2662764084802971,0.29872437375722727,0.3208583492743938
31,0.19801919324452555,0.19319381169616523,0.1914389077343302,0.19677301415344667,0.20342495315791853,0.21733291429063784,0.22627899321242906,0.24367970031976716,0.2639548654431913,0.2894724563111091,0.3018083462392666,0.32720835028610284
91,0.26166499191492854,0.2478653802899396,0.24196902010246837,0.2319670995983043,0.2281989615088753,0.22274864056346294,0.2185334105234697,0.2191750469836819,0.21988431281867313,0.29255642879314847,0.3081583472509757,0.32720835028610284
145,0.26280042256133257,0.25702135435077317,0.24860739264621548,0.24331958853645058,0.23681628765777538,0.2317304468976567,0.30334861170029254,0.2341016531368517,0.24308036064948513,0.29564040127518787,0.3145083482626847,0.32720835028610284
