trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
11,0.47704483839030487,0.4768330991447027,0.48182936102856494,0.4522386337376899,0.4637393050882871,0.45809119836965173,0.47202793466138077,0.47264273716609734,0.4738432727435828,0.4897745925778129,0.4895787280715306,0.5206137703108923,0.525556660904127,0.4521807182240771,0.48449253091929345,0.560592048719969,0.5221764315391961,0.5543725400871715,0.6517815824419533,0.6780424200890043,0.6736944254354013,0.7093505137560386,0.39745130887017127
31,0.46218596922586636,0.46966862958044797,0.46133450724615754,0.46293738993846567,0.46356624830553705,0.4702646620282931,0.47428419544778017,0.47735687365509033,0.43423389428427317,0.44479125656072904,0.4353015509606698,0.4560066857069287,0.4545566259176155,0.4206434644367677,0.4345284950489634,0.47628876099850886,0.4533332777828365,0.46815649105054613,0.5193834159638674,0.5345224498805932,0.5328308837685666,0.5482127290988603,0.402639491084416
74,0.42671968090170465,0.4368285505136502,0.4059701303734734,0.4355662056971187,0.40176013982607073,0.408720746727251,0.38514375727563854,0.40677231593047386,0.3946245158249635,0.39980792054364517,0.38102437384980903,0.3913996011029652,0.383556590931104,0.38910621064945833,0.38456445917863336,0.3919854732770487,0.3844901240264769,0.38194044201392074,0.3869852494857815,0.39100247967218205,0.39196734210173195,0.3870749444416819,0.40782767329866065
134,0.383614460204988,0.37905970404885864,0.36620328150903686,0.3756946579737322,0.38457642513249357,0.3825688540524641,0.38227002458287584,0.38783552518457187,0.3852939796314228,0.383239272149163,0.45081907208035066,0.45847813100354606,0.4178686545775906,0.4367993707843759,0.4725782539493012,0.4570809524081224,0.4694313320568242,0.516861012227937,0.5325138347873929,0.5323484525537916,0.5506589279288853,0.39226312665592655,0.40782767329866065
