trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
7,0.24433682265446158,0.23141055772160218,0.2188168501628407,0.21979360835336698,0.3051380261819288,0.25008388873528287,0.2432548487197245,0.2034215987518973,0.22282620630420652,0.22251603061229894,0.22568225517427654,0.23006671910040463,0.2305068939948252,0.2400370920175296,0.2440707660632444,0.24677461691415442,0.25361485428258523,0.2551984241560128,0.25687035130749986,0.27626045672652627,0.27539638030251307,0.3028396744003518,0.2775115675931713,0.3209881322177383,0.32052369415709264,0.3659763267832946,0.41047071838665417,0.22926057142403053,0.23408280333949144,0.24214410819533025,0.24776714211995823,0.2355086864016449
25,0.24433682265446158,0.22494742525517247,0.21898312884988963,0.22011570876158118,0.259702141413906,0.23477104377264985,0.21962587704473574,0.20966309314783538,0.20388071552871945,0.2017972531512289,0.20382891456665986,0.208407786633799,0.21664262067183548,0.22133131489551597,0.2323930446419998,0.23973254079791123,0.2300653235881705,0.23259648267720645,0.23359818247281816,0.24638647267078814,0.24607826781060596,0.26222220986589817,0.25105787265650253,0.27343802324810995,0.27564502188233675,0.30037445533028245,0.32677855835362063,0.23768555555212303,0.24495244169288305,0.25880254820336046,0.26725012888709276,0.23699025333320556
45,0.24433682265446158,0.2184842927887428,0.2191494075369386,0.22043780916979538,0.21426625664588322,0.21120518812464087,0.21008528308380964,0.20781027913918843,0.20647063413012734,0.20453017335855603,0.20483571619486143,0.20543349620289147,0.20413271475569156,0.20446803758421223,0.20567521844738493,0.2074375138432385,0.2065157928937558,0.20999454119840014,0.2103260136381365,0.21651248861505,0.21676015531869885,0.22160474533144459,0.2246041777198338,0.22588791427848162,0.2307663496075808,0.23477258387727026,0.24308639832058712,0.24611053968021557,0.25582208004627466,0.2754609882113907,0.28673311565422727,0.23847182026476618
109,0.2378736901880319,0.21865057147579176,0.2194715079451528,0.26278791767586207,0.23217507269058305,0.2229358865444971,0.22147936861289286,0.22069163734718145,0.21812808695753527,0.216116522355833,0.2146880780398069,0.21539083231893547,0.2130834453070169,0.21254418359031121,0.21238320935811883,0.21166337587750061,0.21222827197879832,0.2124983297309584,0.2137820414431824,0.21312887423239635,0.2179143486137217,0.21421027443368204,0.21498694098571514,0.21683316045966045,0.21830138372853744,0.21901006292420777,0.220835587295938,0.22321316498609983,0.22548566818730004,0.22828415535282373,0.23402711947008428,0.2399533871963268
