trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
20,0.14034819923725247,0.1358962152626199,0.13503437687642583,0.13017855917276305,0.12812169723161163,0.12979696348234435,0.14157062455117084,0.16289309847960057,0.18957935821394523,0.2146525989655909,0.23404872614394953,0.2587759185332745,0.28246576287717795,0.3048602645518184,0.32550857946533945,0.20095597737622878,0.20736527176046482
35,0.13923520324359434,0.15058306349731723,0.14693360913419093,0.14424612695930372,0.14118381098970958,0.1391069776826048,0.13988938781467672,0.15063269469107787,0.1818455481062774,0.19456175092545247,0.20444006156234157,0.22005709173759602,0.23422739346972182,0.24764284184917962,0.26222881515672863,0.20195944064028426,0.20956645568852733
80,0.13812220724993618,0.1454001679570201,0.2179686744705829,0.20927540887020735,0.19887870997688614,0.18993014241802383,0.18100062864032931,0.17777927714391656,0.1741117379986096,0.174470902885314,0.17483139698073358,0.1813382649419176,0.1859890240622657,0.19042541914654085,0.1989490508481178,0.20296290390433974,0.21176763961658987
139,0.13700921125627805,0.14021727241672297,0.21104244976184908,0.20341841443651223,0.1965523667956859,0.18937223822611082,0.18302573423301588,0.17776872191060822,0.17391275070585324,0.17337421152527563,0.171342442741235,0.2319020139095478,0.24542464430704206,0.25796699930594014,0.19995251411217327,0.20516408783240228,0.21176763961658987
