trading_days_to_expiration,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
13,0.2492415468906762,0.23571265245432887,0.22655895451405192,0.22324031000565883,0.23999330544804529,0.24821633017169803,0.19648586308394084,0.19827625610624347,0.19683754321109254,0.19167583231793306,0.19586783672574087,0.18891198430465547,0.19615421597487837,0.19136813720525483,0.19667951537021983,0.19594711747436094,0.19831097797502772,0.20130314782263803,0.20531505785133372,0.21234988772036226,0.21618249299938758,0.22097648673177683,0.23006301310755256,0.23111004965904672,0.24575743712921994,0.2656028680160839,0.2188966325508627,0.22255978087206663,0.22706390573432145,0.2328605307254306,0.22617492624821867
31,0.2492415468906762,0.22894820523615522,0.2287465527620871,0.2193933895034271,0.21954587958347296,0.23101766281886488,0.19839860337663,0.19969679818863995,0.19847280469160647,0.1906774996709744,0.18496144299286785,0.1835143129684362,0.18867468415540237,0.18694695121403423,0.189947045476184,0.19328797167570005,0.19958645235882433,0.19902143119136134,0.20189409707803915,0.20531053451252254,0.20819190564518314,0.21272188247697427,0.21854731944693184,0.22011295290034355,0.22937298997977104,0.2423114096159123,0.22319764070213,0.22800083010404087,0.23595101199594373,0.24460864110183292,0.22762022696548867
51,0.2492415468906762,0.22218375801798154,0.2309341510101223,0.21554646900119537,0.19909845371890064,0.21381899546603175,0.20031134366931921,0.20111734027103642,0.19627681402024819,0.19559955059127113,0.19449181161802212,0.19449861401013027,0.19465348557931753,0.19390159589460795,0.1935691667952003,0.19427939024790294,0.19644827346559654,0.19673971456008463,0.19847313630474459,0.19827118130468283,0.20020131829097867,0.20446727822217167,0.2070316257863111,0.20911585614164035,0.21298854283032215,0.21901995121574072,0.2274986488533973,0.2334418793360151,0.24483811825756602,0.2563567514782353,0.22906552768275865
115,0.24247709967250253,0.22437135626601673,0.22708723050789056,0.22776988722462033,0.22365739194529932,0.22630706528804043,0.2199862482126699,0.2134314290839636,0.22071221209021433,0.21879978073976575,0.21441543988329062,0.21322899515201882,0.211524050950061,0.2116461034958439,0.2094587113515802,0.21161896650816192,0.20946904229927948,0.20976222582513165,0.20949097764993568,0.2124450279985561,0.20825648396979968,0.21194704596588504,0.21131367797989004,0.2135834709844272,0.2132897953351578,0.2145956243995954,0.2171187316400924,0.21817679947269916,0.22111242034902823,0.2247296255309487,0.23051082840002862
