trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
13,0.20618033578379924,0.17732094800766765,0.16575706022645434,0.16188382254941866,0.16704735610343827,0.16585967544165658,0.17284454176453592,0.17202380258928962,0.18987241855846856,0.1917208564454199,0.20984447493009697,0.21068320395010107,0.236674450523339,0.2582140421454263,0.25974134244281794,0.3089885224477094
33,0.19345314347257211,0.1809647791582275,0.17224499765215368,0.16806404006744735,0.1654889526043999,0.1680164920721497,0.17153097294628128,0.1719326381488676,0.18048732649930532,0.18220184085013924,0.20374120936272977,0.21718101559341055,0.24205934842886082,0.25859586721977423,0.2720531374440408,0.3089885224477094
78,0.18807574498427063,0.19524710473193493,0.18672307247460895,0.18013770218855651,0.17561209268084035,0.1713233130572423,0.16955089196066017,0.17184147370844563,0.1711022344401421,0.1726828252548586,0.1976379437953626,0.22367882723672003,0.24744424633438267,0.25897769229412215,0.2843649324452637,0.3089885224477094
138,0.18269834649596914,0.18050208247919464,0.23664696301419155,0.22903156417799658,0.2193133247536147,0.21105945479081187,0.2047717201880779,0.19803988722982727,0.19526781747928643,0.19225855446184542,0.1915346782279954,0.2301766388800295,0.2528291442399045,0.25935951736847,0.29667672744648654,0.3089885224477094
