trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
19,0.6426733876066966,0.571891795341372,0.49333564416078607,0.4086146582308137,0.31354643042269786,0.22489876316544724,0.1948278924613611,0.18200369549376413,0.1720058017510006,0.1702381788609661,0.1813585445336676,0.18903018022896165,0.20193466652878325,0.22432808329909398,0.2454462718558752,0.2649212541400377
38,0.4954538696889348,0.42371179908866297,0.36592023468442303,0.30416823775333524,0.25281490351068847,0.2088236021632163,0.1936024361794319,0.18101916241669944,0.1798298897571544,0.1688420737282891,0.17634972821185152,0.18008984632285746,0.18659122953550275,0.19992926273043465,0.2503150174269158,0.2649212541400377
77,0.34823435177117307,0.31405881432271704,0.2783282240713514,0.24528134974227972,0.21911461037606553,0.19563987717163775,0.18870670129835845,0.18269460411136867,0.17733507671225168,0.1742070635213337,0.17134091189003545,0.17114951241675325,0.17124779254222225,0.1755304421617753,0.2551837629979564,0.2649212541400377
138,0.28158779616760066,0.2588678725070076,0.23790653021218758,0.21950437655466556,0.20397054381318677,0.19131292618133847,0.1863834757378689,0.1827268923517282,0.1746715573607973,0.17566244430152742,0.17301239139027547,0.18654208947276824,0.19778793792065813,0.21048835700882523,0.2600525085689971,0.2649212541400377
