trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
10,0.3195017652612098,0.31488068524298385,0.2965885989645521,0.2993332890095887,0.29525476847763693,0.2937793327054134,0.29138901249741656,0.29352533749674575,0.294441288734118,0.2957098236850783,0.2930167968851978,0.2942255333264985,0.29343407321728476,0.29639895738118227,0.29024097556856737,0.29833074538715687,0.30832977985512144,0.3182362419672562,0.34094059859631654,0.3516537598764024,0.38521694385162264,0.3749068883758992,0.39065184901337224,0.3933301314060964,0.4443990833413638,0.4328927188668607,0.46075377939619416,0.47790403830692163,0.5044423143047086,0.5098380984795148,0.5552222379292797,0.5926337650906481
29,0.3183464952566533,0.3103076636733759,0.3142807608801012,0.30986127326314883,0.3034026288422084,0.2980224655792403,0.2967747311938344,0.296577153225998,0.2959672188091945,0.30004587341773054,0.2991157488644057,0.300601553466895,0.30261692414407526,0.2855163510838552,0.2829694015755909,0.28714771397044675,0.29362427983839134,0.2989843151730873,0.31250500791149816,0.31913060007116256,0.33535932673912927,0.33479146106931534,0.3419585047365399,0.3465797669069479,0.3707405081932431,0.36998150671151764,0.3816017957207605,0.3956397128572856,0.40967549255441127,0.416386970856109,0.4470691913367868,0.47219260061210244
70,0.31719122525209686,0.305734642103768,0.28412918003741044,0.2790509569215586,0.27594904767476586,0.27353649227811266,0.27264941834696266,0.2701871896541113,0.2733718419117379,0.2726223698973905,0.271728818834776,0.27564849886978304,0.27615590914395555,0.2746337447865281,0.2756978275826145,0.27596468255373663,0.27891877982166124,0.27973238837891845,0.28406941722667983,0.2866074402659228,0.28550170962663585,0.29467603376273155,0.29326516045970746,0.29982940240779943,0.2970819330451225,0.3070702945561746,0.30244981204532684,0.3133753874076496,0.31490867080411394,0.32293584323270325,0.3389161447442938,0.3517514361335568
134,0.31603595524754036,0.30116162053416,0.2917312345234996,0.26983449430494244,0.2717606102045026,0.26309448316188516,0.2661378542731392,0.25933813889289853,0.2615270727506845,0.25812805743478723,0.2581110699544295,0.25942022684434835,0.25934788277253723,0.26112684933859187,0.261238522431791,0.2652220453557351,0.26800023286203706,0.2736011744719162,0.2744605915216708,0.2787016336714672,0.3302042990012675,0.3426639413880519,0.3432976459329019,0.3721142428745816,0.3649873259559916,0.38391203697618437,0.39017692517612423,0.4089088508561791,0.4123733846418144,0.43907904058099145,0.465774954917471,0.3517514361335568
