trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
16,0.4003003999381209,0.33849018054771957,0.28456813851826684,0.2431558178053097,0.2380860572039477,0.18642546292451523,0.17072613218917176,0.1455552623352558,0.1297758995257385,0.12992145104669664,0.12406899945242363,0.12580051680375864,0.12271787320679128,0.12435852676852144,0.12539143065183161,0.12518836149567408,0.1340135054978549,0.13620203046953225,0.15437129790346624,0.1515524598115751,0.17274851803924127,0.19548303661531063,0.21343653407538152,0.2337106322550032,0.2614786068766635
35,0.33279955661631744,0.2875763974301249,0.2615712507494743,0.22221641900522635,0.20259542971294725,0.176984521953192,0.16443540014978447,0.15239967558179082,0.14616573387952647,0.14585007933249458,0.14220659067422872,0.14144362325336016,0.14122791704491083,0.14016787525009516,0.13753353403335206,0.13706608187720917,0.13787333167376692,0.13901621404518943,0.14083257601246027,0.14968186261233637,0.16036930129903693,0.173708498119353,0.18567478288713957,0.24065262591041828,0.2614786068766635
74,0.265298713294514,0.23847478787059598,0.213294769967864,0.20031653981861686,0.1894710954084139,0.18063654553176342,0.17197133737543527,0.16520061240173986,0.15895843929071032,0.15951075176349314,0.15426124888116677,0.153827953978308,0.1517127116111565,0.15168676352992322,0.1487391154465136,0.14938003159955132,0.14737325267679008,0.14795980493639607,0.1469225146568196,0.14781126541309764,0.1479900845588326,0.15193395962339534,0.15791303169889762,0.24759461956583334,0.2614786068766635
135,0.3018944469211168,0.2260288967719193,0.21038439425738276,0.19559011302035562,0.1870860944384705,0.1824321694423393,0.17976694143570712,0.17234568326347285,0.16819383785741696,0.16413389240639065,0.16515831044040935,0.1624312778662578,0.1622937717190068,0.16068091414377392,0.16031401363020786,0.15854211818729444,0.15876007854392665,0.15796981260859114,0.15782591322376874,0.1578698960572123,0.15730282147807523,0.18268524684938842,0.1958118319769504,0.25453661322124843,0.2614786068766635
