trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
23,0.15711199389379807,0.14633780236130114,0.14295319724218533,0.14222400091812246,0.14111875092013726,0.15151409137981267,0.16782886206947595,0.19301699046785528,0.20551913531064667,0.2291014578950105,0.24154081137477001,0.26772747615792997,0.29428382361507516,0.3343345278857137,0.22099038722643094
38,0.1592585652875428,0.1562855907145735,0.15164974775922602,0.1496758718069744,0.1513148254899315,0.15710405005435515,0.17841109445262104,0.19075641587340517,0.19696051144421145,0.21097428869493143,0.21993354608175997,0.23420603046609784,0.25076528056917513,0.2742587880862828,0.22439405669622048
83,0.15495164431212893,0.2155494374368368,0.2101751324422489,0.2018150752943343,0.19405319905117172,0.1905191068207303,0.1889933268357661,0.18849584127895505,0.18840188757777626,0.19284711949485236,0.19832628078874995,0.20068458477426573,0.20724673752327505,0.21418304828685183,0.22779772616601002
142,0.15064472333671503,0.21478237032553854,0.20791910250130718,0.20197168851160233,0.19557298910075477,0.19026126289767376,0.18686701276412382,0.1827118944435216,0.1821512792388321,0.21719396543481118,0.23302687847333997,0.24748420419467043,0.2707906327044944,0.21758671775664137,0.22779772616601002
