trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
3,0.25890221386770823,0.16938559927265262,0.09672831007139027,0.08084722110113653,0.12811670749818124,0.1893549744528786,0.25005403040978347,0.14689396673967872,0.15225409856256003,0.15830768856092062,0.17093921684559227,0.20128772150521532,0.21324047354682357,0.22437181487424213,0.2397242686007665,0.2582557963926661
23,0.12134769650707501,0.10768994126308017,0.09778367015777599,0.09815168178213705,0.10315188215811863,0.11293276312911434,0.12092326509166228,0.14963967749877027,0.15891466222824943,0.16762827206128997,0.18300565200336458,0.20439553867725452,0.2161090323955885,0.2270689266891865,0.24470338364908437,0.262542445240298
48,0.13736033076226756,0.1944660217414859,0.17277069452738011,0.1559440588918931,0.1465415000707832,0.1427806282166649,0.14560242323908462,0.15238538825786183,0.16557522589393886,0.1769488555616593,0.1950720871611369,0.20750335584929375,0.21897759124435343,0.22976603850413085,0.2496824986974022,0.26682909408793
107,0.1533729650174601,0.16549495946914014,0.15749577963621234,0.15138303734167216,0.14749525805203828,0.14561650907371088,0.14414825598058717,0.1455935348968706,0.1489871050605513,0.15887278168781996,0.19817990433317612,0.21037191469805866,0.2216747030592978,0.23474515355244868,0.25396914754503414,0.26682909408793
