trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
22,0.19525562347423434,0.1913702146600236,0.16937757780449514,0.17154589007352172,0.1676018608902059,0.17142480953845826,0.1779668779108403,0.18055724530475364,0.1821090816424869,0.18449199514303052,0.18979283777750972,0.21257325389693418,0.22889457352981632,0.2503680932067437,0.2707632199695864,0.2917046330050224,0.3161141314231108,0.34759988552192794
41,0.20777682893316077,0.20567142999555743,0.19576284119194906,0.19527048647116416,0.1872699788042702,0.18563772536700504,0.1821439158854756,0.18159234712923036,0.17884897107730618,0.1774761281440353,0.1788705335759754,0.20685907880026447,0.2147050639270306,0.2243834722048762,0.23691762706222008,0.2978070076095445,0.3239855699478151,0.34759988552192794
76,0.24045030404766154,0.2354435996780557,0.22865638382216708,0.22640493632820716,0.21870246663701964,0.22012064693605857,0.2130973620534035,0.21432062261824297,0.20986953320136018,0.20737775114978313,0.20559422636545718,0.20114490370359475,0.20051555432424484,0.19839885120300874,0.20307203415485378,0.3039093822140666,0.33185700847251937,0.34759988552192794
141,0.21591025935384256,0.24547379402347083,0.2458410420024989,0.2366140404419248,0.23643310362188644,0.22902762932005374,0.229683411246009,0.22461128010063386,0.2222222942433737,0.216852126089638,0.21670990657974923,0.21056749458828586,0.2051371985815002,0.20138070196695615,0.2473883335799381,0.3100117568185887,0.33972844699722365,0.34759988552192794
