trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
19,0.3461488483612552,0.31157385945007554,0.2685992461137142,0.24306965393052243,0.2263836698996105,0.2238625401892736,0.23009179284593367,0.24459211197082734,0.2690990261003587,0.2718323211176255,0.2852007700634903,0.2813048289202656,0.28262781169104473,0.2959040010778022,0.306331082369395,0.3203776261294632,0.33137067212914834,0.34660650602625737,0.3623205110327927
39,0.47586256283867595,0.4309712075387927,0.3929919910731028,0.35335950434597063,0.319876430727371,0.29493603462985424,0.2811276624389478,0.27302798748980217,0.2747886447921648,0.27478145008127036,0.2792210559189482,0.28241670513393324,0.2837719095635361,0.29994803158255756,0.30845876596500743,0.32435057951761515,0.3337107029996594,0.35090510703512334,0.3661256456986825
98,0.4210996617091425,0.36763360242742754,0.350907023291311,0.33506773937649115,0.31784784756478235,0.3012888659112476,0.293447243284888,0.2876403109761573,0.2826709253685583,0.2796945418619538,0.27908107649293024,0.28033961594606205,0.2878159400682915,0.30207571517817,0.3124317193531594,0.3266906103881262,0.33800930400852536,0.3547102417010131,0.3661256456986825
158,0.366336760579609,0.36282588305320995,0.35009331714910863,0.33681648131012815,0.3258518425111235,0.31203994392927575,0.30631390201501735,0.30043187231301605,0.2946168943451362,0.29118048420803244,0.2801929527065979,0.2814837138185534,0.2918599705730468,0.3042033987737825,0.3164046727413113,0.32903064125863724,0.3423079050173914,0.3585153763669029,0.3661256456986825
