trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9
11,0.2050140006882443,0.17051201037994101,0.15092207098569294,0.14960000453791944,0.16464929376020576,0.19338395937439387,0.22398165452810287,0.2621858102385083,0.2995428422588301,0.2543360146693255,0.2552474418343396,0.24941537144273024
31,0.21276511799843278,0.19604764846847011,0.18769877350255587,0.17997724917239405,0.17380272103534242,0.17485108884451273,0.1789164585793544,0.1917588918875132,0.264099033166475,0.24530834887273772,0.2489236449865893,0.25282313309467586
54,0.22794984097573082,0.2253212839427991,0.2179153251071015,0.2125754567339867,0.2112924056114985,0.20786685717020376,0.21452686096791915,0.2248757567678225,0.22865522407411984,0.23628068307614997,0.242599848138839,0.2562308947466215
114,0.1992309256778359,0.3140193713495537,0.3013744195915648,0.2890257238762754,0.28208689254378255,0.2752419350200921,0.2688487604296534,0.2647326243626527,0.26336368046591324,0.2615712386820899,0.24600760979078462,0.2562308947466215
