trading_days_to_expiration,-1,0,1,2,3
28,0.3953969581457229,0.39798680511022577,0.3819599965337029,0.39008448309636445,0.39899012606063416
47,0.4073144935825044,0.4042649522050502,0.39553653166083336,0.39836013353878086,0.3902688072648963
90,0.3896987481580452,0.38923532332274313,0.4040275416780668,0.4014008573530337,0.3948311119562699
153,0.4027372828920009,0.38651826739639933,0.39593628561250316,0.3954579761233672,0.38143884783095316
