trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
19,0.5116548923194687,0.4412046319076769,0.40752593159877015,0.35263219395943446,0.3236094827485646,0.29465164266001326,0.27951841316191933,0.270984819029424,0.2764089369636356,0.2943548344139412,0.3023693001844042,0.3145301462360968,0.3153619380699393,0.31287844654779473,0.31511425049437514,0.31832860197121926,0.32433920385442244,0.3317961576234425,0.3398604823530733
39,0.5116548923194687,0.4568229870417726,0.3769853496183292,0.3447818880992536,0.3219883022881171,0.3102995759811007,0.2939879154448138,0.2864973310900864,0.2851653169444975,0.28337334331370734,0.2835592127444243,0.31340970122156814,0.3141290836870791,0.31393009058722293,0.3151805084282371,0.3198695197757794,0.32580358699146394,0.334060251370911,0.34162855097042016
59,0.5116548923194687,0.4724413421758683,0.45145883608145587,0.42736384498943125,0.3980943554500861,0.36473437630661026,0.34795943980779875,0.33297703143264,0.32303116289488376,0.31441064749939257,0.3127272840336224,0.3122892562070395,0.31289622930421895,0.3149817346266512,0.31524676636209903,0.3214104375803395,0.3272679701285054,0.33632434511837955,0.343396619587767
118,0.4764297621135728,0.43998363688731923,0.43260038751428254,0.4085532741273716,0.3835286075142101,0.36662044870589644,0.35967083372112063,0.34119176729955414,0.33344814442946746,0.32435435611959695,0.31565059125062545,0.3165947924527994,0.3118268025083665,0.31504799256051313,0.31678768416665914,0.32287482071738094,0.32953206387597395,0.3380924137357264,0.343396619587767
