trading_days_to_expiration,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
22,0.8706154565307485,0.7957912645659957,0.7168752104547121,0.6564767595380036,0.5689353231933199,0.4948916412478097,0.4611886762038294,0.4234458377512798,0.3850162363881223,0.35155512174190906,0.33246178761531375,0.3036255053807233,0.28024363488595755,0.27612583288487175,0.26951150535041046,0.2627545845749162,0.2620650992668634,0.2668372286303114,0.26420366254328953,0.2680742836229323,0.28398102896783783,0.2840509952418581,0.30444104037263475
38,0.8519094085395602,0.7760622510381748,0.701775597725535,0.6345914004518326,0.4631460718104315,0.41065921869568245,0.38558949112645946,0.3644717366579987,0.3389572733265538,0.31097026870029554,0.3001915767207916,0.28334869387525913,0.2771923956274519,0.27006360356312104,0.265052834427109,0.2604504015099461,0.26015443534693444,0.263326200874672,0.26860726397695994,0.26273447402504885,0.2719204532432686,0.27365794669635823,0.28645123688695606
76,0.8332033605483721,0.756333237510354,0.6866759849963578,0.6127060413656618,0.35735682042754313,0.32642679614355513,0.30999030604908945,0.30549763556471754,0.2928983102649852,0.2880412190047135,0.27958064524156206,0.27287721577403184,0.2663238671193163,0.26325222359883693,0.25757828499853264,0.25906416807689414,0.2571602485247071,0.25638814864316967,0.25647370584300994,0.2573946644271654,0.2598598775186993,0.2632648981508584,0.2684614334012773
140,0.8144973125571839,0.736604223982533,0.6715763722671807,0.5908206822794908,0.4261242308376764,0.39380773617369225,0.36671807190018463,0.34525693597641993,0.2864950129104512,0.2810416949891273,0.276962289581814,0.2747899022443384,0.2692113897559963,0.2652140104819864,0.2626632341187936,0.2623372404184681,0.2564697138934589,0.2578715830835448,0.25704024024810174,0.2568650616703328,0.2594905382368845,0.258743087861284,0.2601850191922623
