trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
17,0.4496838757820058,0.4319890863318989,0.37989139615680123,0.40517736823443595,0.40578334768546925,0.3960492733237524,0.397791586988898,0.3899899438478274,0.3968398435310762,0.39577668103601277,0.39901967478234873,0.4001757424859206,0.38946489380651034,0.41649456106658606,0.4151847916545809,0.4264502725022109,0.4107803537645587,0.4130338917592271,0.4155627853423832,0.420269042093788,0.41532222960226467,0.436791562131892
36,0.39850675079940806,0.4098675064661901,0.4039938519526833,0.40684529047234436,0.39623551091037773,0.41634283610651035,0.4050175552325108,0.39720080433829924,0.4008898243166337,0.4077519911139853,0.40959399190275714,0.4119228504911772,0.4146634067178377,0.42134307693875617,0.41724555328176216,0.4246917645016921,0.42871965779696064,0.4325325328857662,0.4360970363820945,0.4419014123572146,0.4363040439026659,0.4677785750440532
99,0.3806897550447101,0.38671660028956034,0.3903291273462103,0.37880241107634405,0.39887583298098617,0.4001907907401463,0.373223448094043,0.3747165858208568,0.37258086099276955,0.37492496813231846,0.359200583917619,0.3868424080126726,0.3743269751926526,0.3744342480943774,0.37853882092107416,0.37490174569975476,0.374036609506149,0.37449428326296064,0.3770043015669349,0.3733586010014622,0.37481753630756964,0.3812862308159695
159,0.3935580223065836,0.394731984233975,0.374544226121989,0.3797527648132611,0.3646073857821796,0.3859051994938877,0.3816066959709352,0.3857782146759665,0.38417877101439113,0.3869723214573336,0.3796881632017698,0.3881536509095915,0.39541076812961934,0.39480951987447915,0.40249454671164253,0.3928410497321567,0.39353525063268807,0.39502853430267193,0.39863667183036144,0.3943404153018634,0.4058045492197308,0.3812862308159695
