trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
7,0.3504617740883246,0.333876158736683,0.301100051537857,0.2943542775329982,0.287829947033842,0.2841170152154348,0.2858638196365689,0.27452160509384554,0.28631019042752665,0.28527458370823194,0.28771729921967143,0.29198831165034744,0.3041201283653438,0.30661586200078567,0.33111415607704653,0.3300177957428627,0.3606284451566829,0.3915639507222331,0.4271535259141484,0.42817029955270486,0.47724516452094384,0.4729918590714179,0.5136664715415807,0.500151747740801,0.5243258088681338,0.5397042180967263,0.5721147743407012,0.5770454968631459,0.6207984254156712,0.6401223048261437,0.6608956729536565,0.7440752630182736
26,0.3463153702504142,0.3163420541692881,0.3141970722477462,0.3063435556467958,0.30448796895276964,0.302203762930933,0.3014514104207784,0.30068523268367675,0.30221184638314696,0.3024279897603836,0.3040977696493579,0.30542663457194447,0.2974999546971398,0.2984531739933498,0.311916562065478,0.31167968372416677,0.32838320665842236,0.3448578559837019,0.3649634631237018,0.3657410483572271,0.39214381603115656,0.390347393145668,0.4129846995297306,0.40566627787300136,0.4213053702063694,0.4299675841519498,0.4488102092337125,0.45246377548475814,0.4784336764331536,0.4964845268529171,0.5118805085414041,0.7440752630182736
67,0.3421689664125038,0.3016115369150368,0.29762690065168035,0.2944096906597458,0.292151619927755,0.2906038391449496,0.28907721848331736,0.2897075347790619,0.2896877878676793,0.28952296294996027,0.28998949705967125,0.29071809004793897,0.2908797810289358,0.29029048598591395,0.2927189680539095,0.2933415717054708,0.29613796816016175,0.2981517612451707,0.3027734003332552,0.30331179716174933,0.3070424675413692,0.3077029272199182,0.3123029275178804,0.31118080800520176,0.31828493154460485,0.32023095020717335,0.3255056441267237,0.32788205410637045,0.336068927450636,0.3528467488796905,0.3628653441291518,0.7440752630182736
131,0.3380225625745934,0.30135579422644687,0.2871889828162212,0.28419634390501214,0.28248096918585514,0.2814433881098817,0.2800105275654536,0.27885673449377923,0.27887332555407246,0.27836611279184686,0.2790106893598704,0.27609071719723904,0.2811969022987404,0.2784009141191429,0.28573204050798195,0.28872409524574566,0.2926173368069051,0.2966441115674566,0.30082027863500405,0.3902784808413466,0.3900171633063936,0.4106846993807495,0.4062273376293407,0.4177533084366678,0.4289945748206656,0.44617286227393727,0.45127557049493483,0.4743402397610208,0.48809561613838987,0.5068712109166735,0.5534703035737127,0.7440752630182736
