trading_days_to_expiration,0,1,2,3,4,5,6,7,8,9,10,11
25,0.30358984090555724,0.2584012413998859,0.22715645522908184,0.2059257659324063,0.1939966561268192,0.1974196643147184,0.2122195110454131,0.2303824716790889,0.24823842338302435,0.2743285787412959,0.2939032515988811,0.33023373621016594
44,0.2807830284029905,0.2482001340385468,0.2268353407019345,0.2080008544750682,0.19686795694610035,0.20868962031938004,0.21199329841064432,0.22003581924475019,0.231095289222497,0.2792222469556922,0.3029858727517023,0.33023373621016594
79,0.28270572246035236,0.2653827804244251,0.2504074966208016,0.23640587859124082,0.2273219496755582,0.2199595763240417,0.21176708577587555,0.2096891668104115,0.21395215506196963,0.2841159151700885,0.3120684939045235,0.33023373621016594
144,0.28688512126305615,0.27516050647634716,0.26243581745042666,0.2503883323800359,0.24012371807115074,0.22973081036409945,0.22110639684238437,0.22896379509671794,0.24414036690163277,0.2890095833844848,0.3211511150573447,0.33023373621016594
