trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
6,0.37264545525712234,0.31915334725010597,0.2529492986960729,0.2296295388573774,0.17836975355850526,0.1643788617663885,0.17814407889412315,0.2159396349717189,0.26019930931374885,0.347947507527593,0.3698859278770116,0.26780776812525264,0.27666284868594926,0.2888806425040087,0.3216821557700186,0.3397149343535045,0.356803511389453,0.3698916662516221,0.3927249471930948,0.4027144071382317
26,0.35927242825536826,0.48477028438751507,0.41935462825039244,0.36039269250161343,0.3118730558072197,0.27704762046475395,0.2463659300587145,0.23217819439739595,0.2312506134756814,0.2438745645687956,0.26408793837123945,0.27419177161933356,0.2897978220574058,0.3065364809664652,0.32673071403786974,0.34404300779204944,0.3610570125885875,0.372836550805967,0.3993544126554708,0.40383440529915204
85,0.3458994012536142,0.37662891223487516,0.3521809775908058,0.32638778366792043,0.3077990433134543,0.2915829644378724,0.2773044926722817,0.26680088407711094,0.259307245186609,0.2551615034612568,0.2523638863726238,0.25259942343902764,0.25356896557909564,0.31158503923431635,0.33105878747641465,0.348296508991184,0.3640018971429324,0.379466016268343,0.4004744108163911,0.40383440529915204
145,0.33252637425186005,0.3537928189485025,0.34003316065719214,0.32558148425600963,0.311134730157578,0.2998624707874862,0.2898427222108499,0.28108858647115725,0.27341750187766223,0.2677066855379448,0.2614237646311718,0.26352787531449273,0.27122480404155214,0.31663359750216746,0.3353868609149596,0.3525500101903185,0.36694678169727724,0.3860954817307189,0.4015944089773114,0.40383440529915204
