trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
4,0.24035285755862848,0.23728196042481808,0.22896651835671794,0.3405816665254655,0.23299214129053722,0.21442842192479827,0.16518622317662565,0.19517505201882573,0.2134626969696641,0.2343032150703725,0.2650970195254347,0.31760080255099793,0.3589717202839561,0.42138447565167847,0.4629055784799938,0.5243052370689573,0.586471601563909,0.6493049199707881,0.24404719509957576,0.24484035383566125,0.2507335377901403,0.2536291574551145,0.2661184114917363,0.27275611396775373,0.2792763805389243,0.28089349419935256,0.2993347136269437,0.31720651422345125
24,0.24035285755862848,0.2362583280468813,0.22926422044821063,0.22927387193877308,0.22683408011592587,0.2284960351140135,0.23030500472812518,0.22519988764610765,0.22732866388480508,0.23172518009513945,0.22790507672076535,0.2297823224838753,0.2320338328043236,0.23818493530411472,0.23834704512667995,0.23559550769692608,0.24252311219367623,0.2388200419679758,0.24897526226284228,0.2494815029408852,0.259640147052056,0.26216955703915373,0.2807296927332207,0.2864984474349646,0.29854184755352536,0.2985331263614484,0.32468333073786093,0.3451665395455273
84,0.2393292251806917,0.22837111417373257,0.22744802515292295,0.22757476818716782,0.22557432332267996,0.2263121948221058,0.22625726138027122,0.22661935980630554,0.22806011874281615,0.22789052732931492,0.22810589771757234,0.22791635958168646,0.22959872574295262,0.2298066884743435,0.2316236184153571,0.2324149263968358,0.23260948551210434,0.23419106077304272,0.23555805562521331,0.23292031926630877,0.23654835828703608,0.23689584900876753,0.24527144703333195,0.2407454465097221,0.24561422987516082,0.24863747940510922,0.2612864635792992,0.3451665395455273
148,0.23830559280275487,0.22866881626522526,0.28401484583919423,0.23028345473885253,0.22048491786749497,0.21875724155293685,0.22187273694118645,0.225004196035261,0.2207409358920895,0.22085297147335883,0.21940459482281335,0.2212852037499264,0.21915993599227823,0.22188522150544623,0.21991089363995955,0.22080880254630258,0.22092631601299098,0.23911912793630924,0.24019920473043727,0.24182692852822452,0.24508875787107529,0.2515071302502519,0.25901378050054286,0.2600109135243232,0.2632538620372567,0.27398609651602646,0.2892464889013752,0.3451665395455273
