trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
8,0.35395355703157444,0.2905997971931114,0.2236196873185503,0.20961111305380342,0.1764652758205001,0.16269660008207906,0.1580065106753574,0.15824461001847154,0.16988600162642872,0.16860346348056546,0.19050729481878917,0.18253608278033817,0.1996865069526129,0.19936917212044616,0.21901381574318257,0.25271784307204204,0.2839415431271318,0.31190419264996666,0.16897640469092243,0.17330715883483955,0.17490943072672446,0.18321492636518585,0.1875020996311075,0.2199149546402041,0.23250993763904537
28,0.25860115637922,0.22300149491850801,0.18903553317075686,0.18546914699808548,0.17170632033744146,0.15118710392709975,0.15003272172254808,0.15153467512216298,0.15075893938987267,0.1581803074897123,0.1626604677564244,0.17126068026016983,0.18119765249009817,0.19454574387897322,0.208793774006054,0.20792304587532456,0.22670302298071343,0.24059650753980388,0.17283544641358697,0.18140062142992747,0.18087459446104168,0.19164718580590812,0.20061708799964756,0.22300639377621234,0.2357159900024578
48,0.1632487557268656,0.1554031926439046,0.1544513790229634,0.15255933929049564,0.15051527741918796,0.14879592835156888,0.14911724179500765,0.14989928699912514,0.15108440054812128,0.15202715335452477,0.15332634462291714,0.15360849025074283,0.1567472962852041,0.1571979879523056,0.16265625255857902,0.1631282486786071,0.16946450283429507,0.1692888224296411,0.1766944881362515,0.1894940840250154,0.1868397581953589,0.20007944524663038,0.2137320763681876,0.22609783291222058,0.2389220423658702
108,0.2269242764599885,0.15998284802084087,0.15481157617857863,0.1540701626980887,0.15152301233928744,0.15316964122921972,0.15210137663010057,0.15345548567499387,0.1540960718870983,0.153959804050943,0.15462889617467696,0.15564891802454703,0.1560357055764834,0.15793219544758766,0.15855573934808578,0.16130670948912243,0.16161489452785202,0.1651173629682579,0.1652136962397516,0.16894426699240725,0.1747826669244636,0.17438711126256745,0.21682351550419585,0.22930388527563297,0.2389220423658702
