trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6
18,0.25993281355808495,0.27833457146342283,0.26992895895626895,0.273475650852847,0.2690940726443715,0.2671006439077951,0.27074335517652987,0.27703929890812873,0.27714520150887006
37,0.2829048405797944,0.2873159034516995,0.28480458899240646,0.2844120846198569,0.2784932520684047,0.28078150927384626,0.28257063590562465,0.28257001940237547,0.2783308390677789
80,0.2738231471969229,0.28016157654338303,0.2772413567165982,0.27724818233347787,0.2772319601156336,0.2789085006033534,0.278969971849234,0.28209006490595934,0.27951647662668766
143,0.27607885933017284,0.2812010624598616,0.2834066025745343,0.27445943221445973,0.2615020276175096,0.27614401543808553,0.2713043374633222,0.27595956394996124,0.2807021141855965
