trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
23,0.4373959541545758,0.3676029218347795,0.30066587363540415,0.2431757656909251,0.21619424070057658,0.20640916999191303,0.1989471827560182,0.1998740740626381,0.20006090169875798,0.21184032665497013,0.2305767264722502,0.24597961404303276,0.2598171429662737,0.2726691426716648,0.29826490912437126,0.31776856461649766,0.336066497980597,0.3614758307346242,0.3779833513039202,0.3918971509611933
42,0.34576490598070814,0.2960784685477683,0.2537533524890201,0.2205108395416021,0.20752656630602387,0.19702316765380634,0.19804489862631702,0.19774676136359176,0.1979699963412621,0.2047362009661356,0.2161669904525716,0.22539975021370223,0.23536111543434698,0.2456769059564858,0.30314082299740286,0.3223430479575225,0.3424188311691038,0.3656027108769482,0.38146180121823847,0.3918971509611933
82,0.27663636237665473,0.25305774924394475,0.22787679319751797,0.2100866253370608,0.2048392895654973,0.1993751402600649,0.19714261449661585,0.19561944866454545,0.19587909098376627,0.19763207527730103,0.20175725443289297,0.20481988638437168,0.2109050879024203,0.2186846692413068,0.30801673687043446,0.32691753129854734,0.3487711643576106,0.36972959101927216,0.38494025113255675,0.3918971509611933
142,0.3221196421057171,0.23980358952687028,0.2248097613393501,0.21495226460832217,0.20532489223851047,0.2019936479387635,0.20164729942491205,0.19873759406848732,0.19879598381697408,0.19953739612212582,0.20179097590960696,0.23231851467532266,0.24178711528704255,0.25847478918283906,0.31289265074346606,0.3314920146395722,0.3551234975461174,0.3738564711615962,0.38841870104687504,0.3918971509611933
