trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
25,0.4289147188924224,0.350556910918756,0.275926511262345,0.21210597364844314,0.19378979493658968,0.1850138012770787,0.18027754120584114,0.18732681206068236,0.19043988147468305,0.2106588019173672,0.22672562809264515,0.23560831496773924,0.2633108310233796,0.2805708198921819,0.29075806285943423,0.3146854125803,0.3389748045057619,0.34769349311117115,0.3719087542908306,0.3964830977469406
44,0.31951316559448,0.27868062011715256,0.23447159406105245,0.199579136354083,0.18902099786149032,0.18145364235380626,0.1776614037684615,0.1828742676432101,0.1829739901391393,0.19512076060464384,0.2079848784181611,0.2146815060579176,0.23129602228020157,0.24452695944056096,0.2967399002896507,0.32075776056166544,0.3411544766571142,0.35374730840608604,0.3780523401548581,0.3964830977469406
84,0.2534531617619615,0.22779673315109608,0.20536149058947772,0.18795301082374766,0.18289884287308955,0.17789348343053382,0.17504526633108192,0.17842172322573785,0.1755080988035955,0.1795827192919205,0.18924412874367708,0.19375469714809598,0.19928121353702352,0.20848309898894005,0.3027217377198671,0.32683010854303096,0.3433341488084665,0.35980112370100087,0.38419592601888564,0.3964830977469406
144,0.22680639041442602,0.20837091055283719,0.1964682777408692,0.1919070214086042,0.18791212272267355,0.18491730344351412,0.18575729822506995,0.18629622740438298,0.1873885360873986,0.19018464052226852,0.21242622185570814,0.2285327640857378,0.23992601671460273,0.24962058092418715,0.3087035751500835,0.33290245652439643,0.34551382095981886,0.3658549389959157,0.3903395118829131,0.3964830977469406
