trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
6,0.3186409940818628,0.25752142871568207,0.19991730552913253,0.15541591843043934,0.12709969750706387,0.1326526083030157,0.13931895509384132,0.17510839423175728,0.2132067365585004,0.2633490302840715,0.1781179894268732,0.187136767571776,0.2051876166463807,0.21707889979223816,0.18894644297448088
31,0.19370109452358011,0.17408506694448966,0.16002649948275172,0.1483313365874611,0.13990713155070392,0.1343731413399865,0.13173900328034813,0.13706863698784855,0.14419981606679488,0.16316418904375185,0.17476252758069957,0.19573672020339367,0.22135289588943965,0.2367705318775723,0.19163234030407045
91,0.21497453925428076,0.25450973513394853,0.2388793029260182,0.2234715626511305,0.2098054087524064,0.19616456728069465,0.18441261318411092,0.1774640541048345,0.17198489072502673,0.17112548171045394,0.16993686230854066,0.17285705816026273,0.17769563562156987,0.1835746483153017,0.19431823763366005
150,0.23624798398498142,0.22721352033154052,0.2480303064972161,0.23592538377237288,0.22525059922864535,0.2137713195893745,0.20416125735635182,0.19589429341422895,0.18717564387311145,0.18147345127304684,0.17853681494015833,0.1890223374033217,0.197387267706904,0.1862605456448913,0.19431823763366005
