trading_days_to_expiration,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
21,0.4628908047198154,0.45405893929093266,0.43759105702753565,0.424336117087051,0.4101529160623033,0.3968638236808605,0.3172104893832119,0.304234749780377,0.2815924399628652,0.26764561760591254,0.2591531321691863,0.25671300791544605,0.2478511904246986,0.2450624800834277,0.26499061278049046,0.3626400294292233,0.35544034945623004,0.3418163934447179,0.344859628316076,0.3507733239039643,0.3571956416234668,0.3661692502403828,0.37414963456283223
36,0.4628908047198154,0.44964300657649126,0.4337730486102785,0.4215266555340658,0.40587077710291464,0.39450141644952774,0.3835720023523802,0.3642858300597071,0.34186357761379554,0.33390499457898093,0.32689151752029627,0.3224722097353509,0.3208207134090639,0.2939657908509801,0.3031726036466084,0.35118460373944804,0.34871118027519316,0.3417335846199988,0.34646405457647417,0.3521257454375103,0.359054378949672,0.3687973172226356,0.3755117597418041
56,0.4628908047198154,0.44522707386204985,0.4299550401930214,0.41871719398108065,0.40158863814352597,0.392139009218195,0.3854867601581623,0.36896338768879017,0.3705949090685073,0.3566273430719028,0.3576890329017354,0.35014303078922915,0.34084973572933885,0.3428691016185325,0.3413545945127264,0.33972917804967284,0.3419820110941562,0.3416507757952797,0.3480684808368723,0.35347816697105633,0.36091311627587724,0.37142538420488835,0.37687388492077606
117,0.458474872005374,0.44140906544479275,0.4271455786400362,0.414435055021692,0.3992262309121932,0.43296360823820895,0.42766539868811826,0.4115182348718822,0.4197434146131977,0.4130823635839494,0.4041755343182754,0.398245153546848,0.39027170704870884,0.380522335612754,0.3740954551189985,0.362169518637267,0.3418992022694371,0.34325520205567783,0.34942090237041834,0.35533690429726156,0.36354118325813,0.3727875093838603,0.37687388492077606
