trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
9,0.40513875145434713,0.2877337787427164,0.28376958372945155,0.26627233440945375,0.2635425632891373,0.25916429041332995,0.25477159041098507,0.25637709262614977,0.25662170271068097,0.26240929295974463,0.27947251929326755,0.3053190708075983,0.3333444064543117,0.37605586816570863,0.27663069912001254,0.2787180553516304,0.2828192564334828,0.2845370660400695,0.288918236822425,0.29415463511846845,0.300626038352137,0.3052774963745953,0.3182644756426749,0.322722322502394,0.3275336418466781,0.33251449361518187,0.33808710383642016,0.3438175405327183,0.35088656627871195,0.3575476912680225,0.36718462342023755,0.3875457507746702,0.4038411921339883
26,0.3208977019745905,0.309461111673666,0.2926574217096348,0.2824346495126181,0.2805397015161649,0.27764220785119564,0.2750715176922386,0.27665681871909475,0.2778076537383991,0.2841822247389307,0.2829773491043733,0.2878349090550744,0.2936072168641114,0.30503426053567617,0.2818887069078034,0.28272774005611206,0.2879909127558162,0.28820766434661077,0.2930276262330544,0.29887388043782603,0.30703235388604133,0.30961391368701247,0.3204215479642975,0.32279417361063095,0.3298674504105832,0.33267111093552865,0.3407167916266925,0.34405307109059496,0.35418554859383206,0.35757927144755763,0.3719715093168099,0.39293942855531416,0.4065952350330033
50,0.2997700235687686,0.29203708568037867,0.2789270006924746,0.27488430588527607,0.2753970313179746,0.27703689579287116,0.27297202114543834,0.2740461312499093,0.27584453387118957,0.2760245514065856,0.27816597012712857,0.2788496479303173,0.2800336532296332,0.28222355998597426,0.2871467146955942,0.2867374247605937,0.2931625690781496,0.291878262653152,0.2971370156436837,0.30359312575718367,0.3134386694199456,0.3139503309994296,0.32257862028592016,0.3228660247188679,0.3322012589744883,0.3328277282558754,0.34334647941696483,0.3442886016484717,0.35748453090895216,0.35761085162709283,0.3767583952133823,0.3983331063359581,0.4093492779320184
114,0.29375190115574246,0.28006845420626825,0.2759114827441899,0.2703742804737843,0.26961945916266195,0.26833326940979246,0.26773170934809293,0.2673906822790909,0.2671630324026801,0.2656026797063153,0.26881859837757016,0.2696121387218643,0.271479228157943,0.2713726913322217,0.27470837064714876,0.2776476001111494,0.2808664677335283,0.2848088474117957,0.2894353897991108,0.2942197228182328,0.30094107906217815,0.31610740332105225,0.3226504713941571,0.325199833282773,0.3323578762948351,0.33545741604614776,0.34358200997484156,0.3475875839635918,0.35751611108848735,0.3623977375236652,0.3821520729940262,0.4010871492349732,0.4093492779320184
