trading_days_to_expiration,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
8,0.5263881513566059,0.44749773992657593,0.35734524438874576,0.3557122093706068,0.31607330760357494,0.34622323313037656,0.2405732660335177,0.22983310628881937,0.23847272848780038,0.2286539077562355,0.19392952598707894,0.16707009627615507,0.1768788218034153,0.167709158052762,0.16643163351794749,0.16891365780638018,0.16696134604126406,0.1689620288633914,0.17191158578029467,0.1773109162661014,0.17976850189840946,0.18978344130207467,0.19058071950748576,0.2029166445366326,0.2161704435123695,0.22638855010924358,0.22259327197930123,0.26786707925604963,0.3087042817002291,0.3501852580901553,0.3926864559067164,0.43516041159449553,0.47824402178706,0.219701820275613
32,0.5066655484990984,0.4249596160421184,0.35693698563421106,0.3458024839288488,0.32361078898527534,0.289642346343958,0.23197320472103927,0.2202274547738598,0.2213509900963912,0.24347577312970897,0.22847392437708725,0.20094016454097852,0.1941219787761631,0.18485024621031648,0.18461786849566705,0.1776725184527492,0.17837478235454235,0.17959807261301136,0.18609663960973316,0.19105465197978586,0.19702150587816697,0.18956305886317715,0.19075968409218114,0.19662295326227813,0.20429894006240962,0.20952570544297017,0.20843331946007407,0.23186220767400556,0.25294555092625787,0.2748568837361295,0.29804312751243156,0.321952161245905,0.3464474602673217,0.2222272810396278
72,0.4869429456415909,0.4024214921576609,0.3565287268796763,0.3358927584870909,0.33114827036697575,0.23306145955753943,0.22337314340856085,0.21062180325890026,0.20422925170498205,0.20288877364087946,0.19089272433077661,0.19596595721944624,0.1965304918703075,0.19392287663380067,0.19430497166967114,0.19178087537148147,0.18998933121916944,0.1872869493303023,0.18969257156030747,0.1874024455847171,0.18950825848392633,0.1893426764242796,0.19093864867687652,0.19032926198792366,0.19242743661244974,0.19266286077669678,0.1942733669408469,0.1958573360919615,0.1971868201522866,0.1995285093821036,0.20339979911814665,0.20874391089731445,0.2146508987475834,0.2247527418036426
137,0.4672203427840834,0.3798833682732033,0.35612046812514153,0.32598303304533294,0.33868575174867616,0.23681736279552856,0.2266031248486901,0.22454726587335033,0.22988031414200924,0.21940246821377327,0.21552652139766837,0.21661638992611598,0.21199293626271318,0.20540153630234906,0.20309290887104303,0.2023142972734076,0.20039544409143956,0.1991784201258197,0.19741671644767822,0.196625119606393,0.19762741559076152,0.1899616979658827,0.19692764660675455,0.20324985275014656,0.20940799336084664,0.20762806637799902,0.23107022309844827,0.2522808088960953,0.27368603912122097,0.29610748264441,0.3192801053563211,0.3434939663421872,0.2171763595115982,0.2247527418036426
