trading_days_to_expiration,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
11,0.6647346366915522,0.5575084337468948,0.582117655171943,0.4480144555460121,0.39585967607009365,0.32984747551599114,0.3121534280358505,0.28437439615769955,0.2546459106426164,0.2618707127034575,0.2462941148211195,0.24639991928434807,0.2466751759484735,0.23837848766145028,0.23571865439868683,0.24471286046326315,0.255999357686318,0.26237793746638594,0.2746579621820321,0.28899912976323816,0.32296421398257963,0.31334610859452444,0.3396651134977366,0.35116643018010074,0.3783008824657636,0.40441246396295616,0.4167888327044411
35,0.5156531829331807,0.46536507436728725,0.4782864552407129,0.40063343851930466,0.366486300224091,0.3925751139340037,0.285082036813904,0.3447687418665138,0.3253284830944821,0.2920302424125474,0.28350735398121013,0.2660742886351338,0.2607555887878679,0.2623825245574764,0.26501694461577374,0.2736099618642438,0.28940445313426355,0.2675129663152962,0.2756954220854012,0.28293349878832286,0.3004152390882283,0.296969300680315,0.31228623323128973,0.3192782343179791,0.33617923522610604,0.35102161546106436,0.4167888327044411
71,0.3665717291748094,0.3732217149876796,0.3744552553094828,0.3532524214925973,0.3371129243780884,0.33144232437124527,0.30842729880313013,0.308992833125456,0.3061622144393784,0.29476130755476176,0.2907873385731884,0.2856598081192986,0.2825843279803101,0.27974542202651176,0.2783354460965414,0.2756552268975583,0.27414619728152645,0.2726479951642065,0.2767328819887704,0.27686786781340755,0.27786626419387705,0.28059249276610554,0.2849073529648429,0.2873900384558575,0.29405758798644843,0.29763076695917257,0.4167888327044411
134,0.4620400814608521,0.47766968507981133,0.41123485542774746,0.37455604878134546,0.34339135522842745,0.3580083819108925,0.34769562738409976,0.33236732819801174,0.322255600670403,0.31164084923308427,0.3036988282762555,0.29727641769236723,0.29473063045353737,0.28385960867883964,0.2829047382490994,0.2769006631444449,0.27519175924885364,0.2729535359813277,0.2828660058760043,0.2999160408979936,0.2956061863942008,0.31012880313192104,0.31803689157247184,0.33284546046081054,0.3492350259747023,0.35720979983180684,0.4167888327044411
