trading_days_to_expiration,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
12,0.2878987704961768,0.24982955282512256,0.2083054378352433,0.18567184710204174,0.15440590510378152,0.14267019881344498,0.132178319628727,0.12755593036151042,0.1348993693380832,0.13479902645252875,0.1362165021544105,0.13930476827452068,0.14075270025854839,0.14959673841868193,0.1732155573010093,0.19226168466340193,0.21673378875997124,0.1635809955491697,0.16415531679107961,0.16993973243807287,0.17094833808512028,0.17309282211836333,0.18264047070869202,0.19409225539008773,0.20851547361881045
32,0.27838146607841324,0.2074478216010702,0.18515278040720395,0.1710693948455682,0.19347796095496642,0.17099010278621263,0.1509155633648888,0.14191437939457976,0.1401713208379252,0.13862261369837484,0.14269038881547685,0.14701568396987777,0.15154912166389198,0.15994433029737792,0.1718613542467383,0.17203900225416788,0.18503022289757992,0.15911149034402583,0.16065015397938168,0.170060169687717,0.16856033367334464,0.17548605884610563,0.1850210582761141,0.1974375601633635,0.21238177795989602
52,0.2688641616606497,0.16506609037701783,0.16200012297916458,0.15646694258909466,0.1554222893535019,0.15012752567092474,0.1484996954698409,0.14606481933113266,0.1455862535270121,0.14523627702721464,0.14646457742269703,0.1467704793632481,0.14773085368293223,0.14846067071230135,0.15045362824684813,0.15181631984493382,0.15332665703518858,0.15464198513888197,0.15714499116768374,0.17018060693736115,0.166172329261569,0.1778792955738479,0.18740164584353614,0.2007828649366393,0.21624808230098158
112,0.25934685724288614,0.17964856288623285,0.17619580537364987,0.17246193839239615,0.1706459432645004,0.1684014424207725,0.16524637664837155,0.16263789473440715,0.16338227268275035,0.16409263126924417,0.16350970391185893,0.16393367947366,0.16348952143212872,0.16454000524513487,0.16559876238210292,0.16575180992919017,0.16805050075431355,0.16766047960277755,0.16981929518842873,0.17333634249689592,0.17069958539062105,0.18025988314126995,0.19074695061681193,0.20464916927772486,0.21624808230098158
