trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8
18,0.25678119825008466,0.19151535311476472,0.16341400426199165,0.15761573596273548,0.1655933045466025,0.16376704052379687,0.17739495216036782,0.20942849832482735,0.2500597739589863,0.24814724758107157,0.21846308500894968
38,0.25678119825008466,0.20227613779865422,0.19235233363390628,0.1824281771030981,0.17420896942541736,0.16803360452853963,0.16948484652361062,0.2078062094394318,0.22955913485518167,0.23084984623960417,0.22091840506435614
61,0.25678119825008466,0.2401624280446862,0.22904341020255567,0.22027723006824085,0.21331621300526982,0.21024620767052146,0.20934943465712597,0.2061839205540362,0.20905849575137705,0.2135524448981368,0.22337372511976258
121,0.22414827568242468,0.20178821615333892,0.32196812613794606,0.3119259403988227,0.2969893389472921,0.28950400208005556,0.2812404021087869,0.27056041306279094,0.26544464892253894,0.21600776495354324,0.22337372511976258
