trading_days_to_expiration,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
9,0.5377260814974396,0.49032459239934195,0.5513377064544777,0.45080087553953807,0.3695467295498322,0.35466777226189283,0.2641248526083513,0.251203779068813,0.22721782338948504,0.21912868234795385,0.2056270225630902,0.2098500069885609,0.18352026093368207,0.18109751607591343,0.17637925795770884,0.17166127218957414,0.17403533888504044,0.17677843566451149,0.18361195327521607,0.18919160729441403,0.19227096014036188,0.19585357590390495,0.21105437040396216,0.21363233197058867,0.2392726397780789,0.23979616073838797,0.26958942961187915,0.28362601303578633,0.3135824026092809,0.28690680736871627,0.34621578669736486,0.36104357436614604,0.42627267492848986,0.43705436079546955,0.23796511168164616
25,0.5258757092229152,0.5055778709131259,0.5262034987257428,0.4304873390421116,0.36582699022784737,0.3005722064457378,0.24310230496211147,0.2349392063513917,0.215048289103635,0.21351963564033932,0.212842850635002,0.2076474496640646,0.20070473819671852,0.20537297078689298,0.2008378655557481,0.2040940120332077,0.20171706228435082,0.20404437781264903,0.20461872170213308,0.2059698410638092,0.21057935118286455,0.21043315462683845,0.2141500772745969,0.21593459786660305,0.2235803482672593,0.22740703865965045,0.23477676643088508,0.23802075847842194,0.24482767707020786,0.26231442609927813,0.2836957195330561,0.29341083911316107,0.3289171941205343,0.3369494937013404,0.24674030010783365
63,0.5140253369483908,0.5208311494269098,0.5010692909970078,0.41017380254468516,0.3621072509058625,0.2464766406295828,0.22207975731587165,0.21867463363397038,0.22095478798022897,0.21608544141702915,0.21492787228827298,0.21062847539535937,0.21462482609686104,0.21180191422215786,0.2111062692616042,0.20922024507519307,0.2084082040614823,0.20998157332502485,0.20847057401639418,0.20888070616674528,0.20834789305728887,0.20947838486142034,0.21040702851643017,0.21119731230626487,0.21114710910132167,0.2127149543333583,0.21448214143951497,0.21517656780649239,0.21617359781717932,0.21868780093192486,0.22117565236874737,0.22577810386017608,0.2315617133125787,0.23684462660721123,0.2555154885340212
127,0.5021749646738664,0.5360844279406938,0.47593508326827294,0.38986026604725865,0.35838751158387766,0.25530074661896707,0.23664176819234234,0.2229462285117277,0.22004173516409142,0.22532435594313943,0.23065441735638945,0.2221785094751623,0.2229977797077776,0.22172944152951987,0.21952900083821153,0.21759028972219657,0.21903580098403574,0.21818343883441424,0.2194248254404388,0.21944550323272904,0.21834462922586662,0.2182284967730435,0.21755536836965494,0.21895764671982348,0.21753122002241487,0.21974434485733854,0.2181184642195692,0.21953106394318306,0.21982518933235617,0.2206936853966781,0.22222226120687694,0.22239815887177936,0.22770073547535513,0.22918992325545864,0.23198177219298935
