trading_days_to_expiration,-3,-2,-1,0,1,2,3,4
21,0.26155125579735794,0.2578624677374961,0.2534908382737382,0.24904461272648123,0.25443213777290796,0.26390977155201273,0.27009987896489984,0.26059373509884026
40,0.2606290587823925,0.2553378933503737,0.26074769086555677,0.25775482045870673,0.255023696154757,0.25776145884701707,0.2581763939976479,0.25942118854437957
83,0.259706861767427,0.25155913159593835,0.2558475800458195,0.25127379538142175,0.25174343244114034,0.25147183005358753,0.25247257745330615,0.25319926587520075
146,0.25878466475246154,0.2594910401558248,0.25728510388853426,0.2600102093649644,0.25717794152889756,0.25619945100893776,0.26176628165330096,0.26054832725648314
