trading_days_to_expiration,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
12,0.16480085341823927,0.16047459432139463,0.1343939754690352,0.13023392076623677,0.12340747449245237,0.12559943892745762,0.15298107909669822,0.18228558190650415,0.21468515462413962,0.243981458799779,0.26915487723302856,0.2972597537529499,0.3420881866240466,0.35779704181814354,0.41671592592994705,0.2206559726292836
27,0.16838160503781818,0.15161989478209156,0.15198295464970205,0.14739728932154225,0.1455504856782977,0.14557577730091514,0.15039145599808942,0.1847082704389486,0.2025372536785745,0.21756552718409491,0.23325744918680263,0.2506919993444602,0.2743677209448483,0.2826156012317805,0.3166639957634443,0.22267792614545467
72,0.16574593479901034,0.23522887860358624,0.2254973535380591,0.21224315218230727,0.20137891662775362,0.19343979273056272,0.19176493185734866,0.18713095897139306,0.1903893527330094,0.19114959556841082,0.1973600211405767,0.20412424493597042,0.20664725526564995,0.2074341606454174,0.21661206559694146,0.22469987966162575
131,0.16311026456020247,0.1848114270363107,0.21641222026183893,0.21309777259488352,0.2044167967465622,0.1991835566526186,0.19331351475894015,0.18625448920856447,0.1845314435113434,0.1821184026163227,0.1806822766550539,0.2731062157800085,0.28222214854189676,0.3120750432876822,0.21863401911311253,0.22469987966162575
