trading_days_to_expiration,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,0.24528816018143065,0.24576303819779796,0.23894362597167926,0.6122349389266248,0.2612068270235693,0.23836252088330526,0.19832240333311024,0.2206516539720485,0.22712570358853867,0.2286741808017896,0.23476448684335674,0.26135161564063847,0.2847577457281412,0.28648416367199137,0.3346586722772939,0.35563594541076926,0.40938977890939926,0.4035710113446957,0.4616038918392991,0.48420218769546963,0.5179848080194286,0.5025745306884414,0.5545225289505108,0.5766314399726999,0.6275727119306287,0.22368294900492272,0.22638930010323163,0.2273824054291697,0.23297140714933157,0.23831807532086202,0.24604347293171894,0.25535514678341176,0.2650426107476007
20,0.24528816018143065,0.24600047720598162,0.23529648085043625,0.42277808677003836,0.27514962322862796,0.24831469895815503,0.23557958389271713,0.22004646819776633,0.21412769240997578,0.20916457064448735,0.2075508110653113,0.21284773852350566,0.21306541170099444,0.22858178566707668,0.23910746311955225,0.2518168416953339,0.2635368664905367,0.30954017747947465,0.33926541308018454,0.3511322745719285,0.3690196990309144,0.36297083521810203,0.3893716449674056,0.40307135915477293,0.43108184264149746,0.23013535725112744,0.23302393948532374,0.2361818846236117,0.24625160935754903,0.2538370434582741,0.2649557420981669,0.2773659697040034,0.28927572164488924
40,0.24528816018143065,0.24623791621416527,0.23164933572919325,0.23332123461345194,0.22654727865073732,0.2191340262458529,0.219766186782931,0.21917487844786138,0.21691408940784346,0.21626239918629026,0.21281658015065186,0.2143029481212052,0.2111953317346597,0.21162437854109367,0.21126833117083862,0.2121594410564923,0.21262467822987519,0.21550934361425364,0.21692693432107,0.21806236144838737,0.22005459004240024,0.2233671397477627,0.22422076098430044,0.22951127833684595,0.2345909733523662,0.23658776549733215,0.23965857886741582,0.2449813638180537,0.2595318115657665,0.26935601159568623,0.28386801126461486,0.299376792624595,0.3135088325421778
104,0.2455255991896143,0.24259077109292226,0.4219421373279091,0.24726403081851062,0.22841034280845549,0.2321073924100018,0.21728823900478855,0.21688552773773814,0.21477937702884217,0.21585956853969973,0.2131434656621394,0.2140485643350197,0.21251330224385734,0.21255862816100266,0.21273850072729922,0.2163507580898305,0.20574367561948192,0.2164952057120342,0.21272474016131637,0.21286318374784755,0.21341214422491417,0.21523071858196452,0.21511970920826756,0.2150817943035035,0.217230540758718,0.21975466072113956,0.21858292623472772,0.2196912049411141,0.22279910718344992,0.22713120376527096,0.23334432386282014,0.24080949985031214,0.24508755074671212
