trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
15,0.3296428762910637,0.2710096041604541,0.21423026420085434,0.16821249244953065,0.14146440558629023,0.13631653458473703,0.14487320469631293,0.1512802539739205,0.16911814998647282,0.19165928067815233,0.2140875597915979,0.1949720999082104,0.20905512532006376,0.22046666996911157,0.23420274795185736,0.25201437896538315
35,0.4164975142511612,0.35643064292479165,0.2998673244052068,0.24716968833764585,0.20728072839613304,0.18354108718115333,0.17550938470504104,0.17516389370696,0.17568276356951,0.18345335158630177,0.18949968206517204,0.2092457724053506,0.2254031246411207,0.24212082447986405,0.2606749169451671,0.28456427812256235
93,0.3680015442209255,0.2989418950133183,0.27100630759009803,0.24449357213798498,0.22219953616753138,0.20500760358041525,0.19196759559092105,0.18647870708392358,0.1808078022440366,0.17826404506599408,0.17744009506041955,0.1763591266779499,0.1771583609476066,0.1812584099652379,0.1869145806510248,0.28456427812256235
154,0.3195055741906898,0.26692493248403243,0.24988481404391774,0.2322868529103388,0.21737049157119054,0.20588213807977734,0.19630955645533552,0.1913569134431135,0.18759553608810917,0.18393319148795503,0.18069842741107023,0.19270712599900683,0.19881251545835907,0.20773057895854763,0.21946447980820397,0.28456427812256235
