trading_days_to_expiration,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
17,0.2753401159717623,0.2670420552860473,0.27357054620929905,0.2732668722699886,0.2761224798715495,0.2691219818327385,0.2656380705587238,0.26319168931107134,0.2601356051387873,0.25589191657618254,0.25306556313644907,0.2545177636448344,0.256278178065501,0.27064021947359507,0.28972170144317605,0.2560050021354965,0.2579079258262502,0.25844432019691677,0.2615859128351602,0.2648098132275808,0.26980619514377097,0.27881475750943113,0.28058125154508934,0.2889288434861552,0.29114537147129105,0.29785286735202515,0.30382059118351845,0.31400585846586426,0.31991387266202087,0.33171244319311716,0.33878645515649797,0.3576470978497279,0.38524469955733576,0.40913931357544914
41,0.2753401159717623,0.2782160553725083,0.2691222002378992,0.27567613362759796,0.26441592653298324,0.26089370337055423,0.2569719078296326,0.25869555479059614,0.25155682898624054,0.25705833829179114,0.2567348393053351,0.2540617016832053,0.25741767223616224,0.2545128382630537,0.2575131778454512,0.2591189506992329,0.2607452689254405,0.25963769993104724,0.26355402988978865,0.26627708274260814,0.2709458842275922,0.2829725702697219,0.28119614223146694,0.2915064105710513,0.2910250251047043,0.3001288147677988,0.30505118332209163,0.31699075018045514,0.32088824682254274,0.3353205086499753,0.33994177065867215,0.3635488735800798,0.3924766415497544,0.41469353758401406
105,0.27257409574319064,0.2634558247154759,0.26271858886420785,0.2581354063594403,0.258048368880234,0.25371465882184424,0.253689052180631,0.2510299830302453,0.2518829052785271,0.2506184718272636,0.24986137955922552,0.24792106695745786,0.25002667934068606,0.24958484488995525,0.2497771050080236,0.25223323962786964,0.25605756072865576,0.2576496787259033,0.26187527419752615,0.26752681697612857,0.27049913198884956,0.27935147017233414,0.28377370931636303,0.29138606420446456,0.29330097252047793,0.301359406906372,0.3080360750366825,0.317965124340977,0.3244963122794009,0.3364758241521495,0.34584354638902404,0.3707808155724985,0.39803086555831935,0.41469353758401406
165,0.26980807551461894,0.26851318546238745,0.2679927305670982,0.3018842271498064,0.2946612253624474,0.2886880286632046,0.28205957371554574,0.2802742703979937,0.27809642967721554,0.2747320210775765,0.27365674775499715,0.2707656016122912,0.26033344940714054,0.2696532731665656,0.25289105357176006,0.2550705827270599,0.25725094046278624,0.25961779578053173,0.2633425437125535,0.2686665060599498,0.2746569447491403,0.27996636085871174,0.2863512764012591,0.2912657178378778,0.29557691993625157,0.3025899990449452,0.3110209667512734,0.31893949850149894,0.328104377736259,0.33763113965432373,0.351745322119376,0.37801275756491715,0.4035850895668842,0.41469353758401406
