trading_days_to_expiration,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
13,0.3782927482984119,0.358729514835939,0.37172489236383466,0.36317803911172475,0.3595072077370416,0.3635025736495088,0.3619666132502918,0.3693968409554331,0.36666195093541154,0.37183242156105273,0.3627055021076327,0.32483977307924555,0.37988446540066806,0.4054394371173598
37,0.35316334247361175,0.34560495483109877,0.3542789631010957,0.33652490862185624,0.3338457432022866,0.342567575526532,0.3448603232191939,0.33910722618932637,0.34529044935613096,0.3459519707319871,0.34013902078585867,0.3243474073028287,0.3515099821578159,0.3651218227992644
56,0.3396705200587503,0.3455390364311541,0.3329090341551154,0.32228397203046605,0.33314411954648804,0.3423012973711073,0.3263777325432496,0.3363852060570411,0.3239189477768504,0.32007151990292143,0.31757253946408465,0.3238550415264118,0.32313549891496374,0.3248042084811691
119,0.3142918206451256,0.32705621378047395,0.31982184205694764,0.3181551070371069,0.3215716413698068,0.3151003096377645,0.31272298505921436,0.3069513346126535,0.30455065786508,0.30896817772267304,0.3117991544774999,0.3085122180947459,0.30389981313721637,0.30394568063186955
