trading_days_to_expiration,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
17,0.5271221330594317,0.505776483512933,0.4144976616436207,0.3469616289708977,0.2933433638154511,0.27857326699403184,0.2564724824565094,0.2447013390221989,0.24057158017484587,0.23112396883459507,0.2351188306617482,0.2353024777752878,0.2344070087019751,0.23403348245510172,0.23114187019635818,0.23759411000673727,0.23692280859650333,0.23453879932045427,0.23930800957835896,0.24554541115742312,0.2489770402082588,0.2614559235425088,0.2621417228772852,0.2854476755449173,0.2867932467437514,0.3060575734935271,0.3080319695122839,0.3276410993611928,0.3359634854744232,0.3657443938812204,0.3690794037536504,0.4027233424674376,0.4299000182177806,0.44652176200776367
37,0.521785720672807,0.406037976076809,0.3579932547464129,0.3153683017008152,0.282288491475035,0.2715792724467342,0.25238921370912326,0.2471451230674835,0.24724343125575032,0.24443379770430676,0.24196247854719283,0.23869693008090748,0.23600399782700274,0.23480338484698574,0.2283768703266921,0.23326829036808827,0.2392311400101468,0.23727519779093847,0.2406636073906258,0.245145000845925,0.24690361759265095,0.2551378148663986,0.2679682110441932,0.28578406834462583,0.2916093284311953,0.3065511724982163,0.31293425197451114,0.3297216958895004,0.3434087125761225,0.3665781463493279,0.3774903884320972,0.40951751140502335,0.43405545416527636,0.44652176200776367
81,0.5164493082861823,0.3062994686406851,0.30148884784920515,0.2837749744307327,0.2712336191346188,0.2645852778994365,0.2588251097006013,0.2548502173562618,0.25264389843516627,0.2500757729203486,0.24833853690777197,0.24644190562062823,0.24405992119106984,0.24234887506769595,0.23843345460351176,0.2402984642070987,0.2415394714237903,0.2400115962614227,0.2420192052028927,0.24474459053442688,0.24483019497704311,0.2488197061902884,0.2737946992111012,0.2861204611443343,0.2964254101186392,0.3070447715029055,0.3178365344367383,0.331802292417808,0.35085393967782175,0.3674118988174354,0.38590137311054395,0.4163116803426091,0.43821089011277214,0.44652176200776367
141,0.5111128958995577,0.36039856514215285,0.32422523841005146,0.33624532545183233,0.3217919346545758,0.3057821618783306,0.2905844491219798,0.29054627812653994,0.28628940662872415,0.28295573928420636,0.27660781541806745,0.27310534585502483,0.27006056357909064,0.2672668832617522,0.2654088728470093,0.2620644707719958,0.26036358934535236,0.23965980291989084,0.2437823081801579,0.24686081537134286,0.253143059259776,0.2554807145337868,0.2796211873780093,0.28645685394404286,0.3012414918060832,0.3075383705075947,0.32273881689896555,0.33388288894611556,0.35829916677952106,0.3682456512855429,0.39431235778899076,0.42310584928019485,0.44236632606026793,0.44652176200776367
