trading_days_to_expiration,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
5,0.21911201428233926,0.1794556997675115,0.15122784528576097,0.14582605506707913,0.17392937557907492,0.20904125783430996,0.2576347906103004,0.28758924277606945,0.33913772043863266,0.409117594914671,0.4435981148913661,0.22780492723174256,0.23113671995225857,0.22583597816349887,0.22994894495522117
25,0.20989631182020133,0.19428873482045894,0.18394027197549986,0.17773079860658061,0.17701831062219575,0.1832151236902226,0.18798006224710603,0.19312746590105087,0.20580114559355991,0.30994722302793,0.3328022021328095,0.22957696269419517,0.2384792272473731,0.22682251263690037,0.23110230832673895
50,0.2065809644305092,0.20023423120858694,0.19428920702785418,0.19298011001605184,0.19291186731393434,0.19283488182421965,0.19707644439017588,0.20111999458951021,0.2060765463889017,0.21077685114118902,0.2220062893742529,0.23134899815664778,0.24582173454248765,0.22780904711030187,0.23225567169825673
110,0.19301833209901034,0.17573103824717395,0.2562119290050339,0.24095023500443483,0.23840410965384712,0.23466555634651345,0.22940662892013874,0.22524239323056058,0.22339093046346253,0.22268347304312353,0.22603289176928995,0.22379421265714403,0.22484944369009735,0.2287955815837034,0.2334090350697745
