trading_days_to_expiration,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2,0.4357362504329021,0.4357362504329021,0.35679744736918056,0.32201928107046807,0.11929941505089826,0.15365470584364171,0.24473854712240134,0.36079729698638624,0.4770567531821681,0.5949750210236795,0.26897387252484817,0.27615073977325066,0.2829185055025159,0.30690513958347826,0.33562960299218003,0.35295398606804096,0.3799482913621885,0.40029880674094986,0.41736225764192936,0.42719748070981794
22,0.4357362504329021,0.4357362504329021,0.38068353475016037,0.3249972682762386,0.27776291761732136,0.24995020422918418,0.2273717701419918,0.22112677172226433,0.23284768445215337,0.2501071758447058,0.27806814350921794,0.2936519991482707,0.3072930491708354,0.33409393650774394,0.3361414918203254,0.3585581508172795,0.3870783382104915,0.404705629584436,0.42158113366109384,0.42906959639272596
81,0.4357362504329021,0.3478655399584573,0.3202956959665528,0.30367982602556665,0.28636014578565405,0.2709685734454411,0.26054947706028203,0.2529268127932587,0.250203086427493,0.24699491235580226,0.24839335753084457,0.24964144965312465,0.25252754573494685,0.3346058253358893,0.3417456565695639,0.36568819766558247,0.3914851610539776,0.4089245056036005,0.42345324934400186,0.42906959639272596
141,0.4357362504329021,0.33291135998820076,0.3190412938646975,0.30410951991643836,0.29256488986165563,0.28398848832622575,0.2752678456874298,0.2685216985314557,0.26322291813106624,0.2598796015404784,0.2586494803982306,0.2585439618341964,0.2797163426592125,0.3351177141640347,0.34734982131880243,0.37281824451388546,0.3958919838974637,0.4131433816227649,0.4253253650269099,0.42906959639272596
