trading_days_to_expiration,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12
18,0.3396405140955953,0.3962708399233257,0.33874614241463263,0.2724962888661398,0.22055504183444768,0.20219249525340557,0.19875726969293092,0.20096220159775313,0.20686169935944712,0.2134371983283011,0.22833549022325658,0.24624671192078187,0.26166690192051867,0.2544482872314416,0.2568501429588702,0.2605513395197481,0.26646667536710134,0.2790631229410112
43,0.3396405140955953,0.35501494540288425,0.30371280464696854,0.24763708429623224,0.22647572630389687,0.21807414984607032,0.21316532295683444,0.21043750662626762,0.21080172385524537,0.20978706713371492,0.22660783864740894,0.23818769645625204,0.247805571607437,0.24820685727349484,0.2533948036874189,0.2599309117541787,0.2700447710563473,0.2817832510387202
63,0.3396405140955953,0.320887409102627,0.2745457424257928,0.2516748178424884,0.2326349302927269,0.2269123449930546,0.22333371056517531,0.2216467268376803,0.22119456239419147,0.22193053762188109,0.2248801870715613,0.2301286809917222,0.2339442412943553,0.2419654273155481,0.2499394644159676,0.25931048398860934,0.2736228667455933,0.2845033791364292
122,0.3679556770094605,0.3298167757586298,0.34481603502398867,0.3211018287305318,0.2985952585657435,0.28192768989073735,0.2760970715705416,0.2703798522811858,0.26716472499305144,0.26213571779900047,0.2602166415580498,0.2592607416320887,0.2606897171893883,0.2603054822303215,0.2611717672853175,0.26288857967785534,0.27634299484330227,0.2845033791364292
